Movie,Year,IMDb,Rating,Runtime,Genre,Release Date,Production Budget,Domestic Gross,Worldwide Gross
We're No Angels,1989,6.2,PG-13,106,"Comedy, Crime","Dec 15, 1989",20000000,10555348,10555348
Three to Tango,1999,6.0,PG-13,98,"Comedy, Romance","Oct 22, 1999",20000000,10570375,10570375
Jonah Hex,2010,4.7,PG-13,81,"Action, Drama, Fantasy","Jun 18, 2010",47000000,10547117,11022696
Scoop,2006,6.7,PG-13,96,"Comedy, Crime, Fantasy","Jul 28, 2006",4000000,10525717,40103262
Sabotage,2014,5.7,R,109,"Action, Crime, Drama","Mar 28, 2014",35000000,10508518,18376443
Getaway,2013,4.4,PG-13,90,"Action, Crime, Thriller","Aug 30, 2013",18000000,10501938,11813989
Here on Earth,2000,5.2,PG-13,96,"Drama, Romance","Mar 24, 2000",15000000,10494147,10845127
Notorious,1946,7.9,Not Rated,102,"Drama, Film-Noir, Romance","Aug 15, 1946",2000000,24464742,24492698
Narc,2002,7.1,R,105,"Crime, Drama, Mystery","Dec 20, 2002",7500000,10465659,11843260
Home Fries,1998,5.1,PG-13,91,"Comedy, Romance, Drama","Nov 25, 1998",15000000,10513979,10513979
Raise Your Voice,2004,5.9,PG,103,"Family, Music, Musical","Oct 8, 2004",15000000,10411980,14811980
The Scarlet Letter,1995,5.3,R,135,"Drama, Romance","Oct 13, 1995",50000000,10359006,10359006
Moby Dick,1956,7.3,Not Rated,116,"Adventure, Drama","Jun 27, 1956",4500000,10400000,10400000
Head Over Heels,2001,5.5,PG-13,86,"Comedy, Mystery, Romance","Feb 2, 2001",14000000,10397365,10397365
Live by Night,2016,6.4,R,129,"Action, Crime, Drama","Dec 25, 2016",65000000,10378555,21774432
Pandorum,2009,6.7,R,108,"Action, Horror, Mystery","Sep 25, 2009",40000000,10330853,17033431
Straw Dogs,2011,5.8,R,110,"Action, Drama, Thriller","Sep 16, 2011",25000000,10324441,11253821
White Squall,1996,6.6,PG-13,129,"Adventure, Drama","Feb 2, 1996",38000000,10229300,10229300
The Newton Boys,1998,6.1,PG-13,122,"Action, Crime, Drama","Mar 27, 1998",27000000,10341093,10341093
Shopgirl,2005,6.3,R,106,"Drama, Romance","Oct 21, 2005",7500000,10284523,11758418
Whiteout,2009,5.5,R,101,"Action, Crime, Horror","Sep 11, 2009",35000000,10275638,12254746
House of the Dead,2003,2.0,R,90,"Action, Adventure, Horror","Oct 10, 2003",7000000,10199354,13860078
The Brothers McMullen,1995,6.6,R,98,"Comedy, Drama, Romance","Aug 9, 1995",50000,10426506,10426506
Kinsey,2004,7.0,R,118,"Biography, Drama, Romance","Nov 12, 2004",11000000,10214647,17443529
Unfinished Business,2015,5.4,R,91,"Comedy, Drama","Mar 5, 2015",35000000,10219501,13214051
The Best of Enemies,2019,7.1,PG-13,133,"Biography, Drama, History","Apr 5, 2019",10000000,10205616,10220614
Sorority Boys,2002,5.5,R,93,Comedy,"Mar 22, 2002",12000000,10198766,12516222
Facing the Giants,2006,6.6,PG,111,"Drama, Fantasy, Sport","Sep 29, 2006",100000,10178331,10243159
Domino,2005,5.9,R,127,"Action, Biography, Crime","Oct 14, 2005",50000000,10169202,23574057
The Great Raid,2005,6.7,R,132,"Action, Drama, War","Aug 12, 2005",60000000,10166502,10597070
Henry V,1989,7.5,PG-13,137,"Action, Biography, Drama","Nov 8, 1989",9000000,10161099,10176701
Bats,1999,3.9,PG-13,91,"Horror, Sci-Fi, Thriller","Oct 22, 1999",6500000,10155691,10155691
The Fountain,2006,7.2,PG-13,97,"Drama, Mystery, Romance","Nov 22, 2006",35000000,10144010,15461638
The Walk,2015,7.3,PG,123,"Adventure, Biography, Drama","Sep 30, 2015",35000000,10161183,61492104
Prom,2011,5.4,PG,104,"Comedy, Drama, Family","Apr 29, 2011",8000000,10130219,10763183
Brokedown Palace,1999,6.5,PG-13,100,"Drama, Mystery, Thriller","Aug 13, 1999",25000000,10115014,11115766
Swimming Pool,2003,6.7,R,102,"Crime, Drama, Mystery","Jul 4, 2003",7800000,10130108,24021282
Possession,2002,6.3,PG-13,102,"Drama, Mystery, Romance","Aug 16, 2002",25000000,10103647,14805812
The Wash,2001,4.8,R,93,Comedy,"Nov 14, 2001",4000000,10097096,10097096
Knock Off,1998,4.9,R,91,"Action, Crime, Thriller","Sep 4, 1998",35000000,10319915,10319915
Mrs. Winterbourne,1996,6.2,PG-13,105,"Comedy, Drama, Romance","Apr 19, 1996",25000000,10039566,10039566
Marshall,2017,7.2,PG-13,118,"Biography, Crime, Drama","Oct 13, 2017",12000000,10051659,10116816
Cry Wolf,2005,5.8,PG-13,90,"Drama, Horror, Mystery","Sep 16, 2005",1000000,10047674,15943081
The Lady in the Van,2015,6.7,PG-13,104,"Biography, Comedy, Drama","Nov 13, 2015",6000000,10021175,42320503
Cutthroat Island,1995,5.7,PG-13,124,"Action, Adventure, Comedy","Dec 22, 1995",92000000,10017322,18517322
Next Day Air,2009,5.8,R,84,"Action, Comedy, Crime","May 8, 2009",3000000,10027047,10172519
Lucky Numbers,2000,5.0,R,105,"Comedy, Crime","Oct 27, 2000",65000000,10014234,10014234
Hud,1963,7.8,Not Rated,112,"Drama, Western","May 29, 1963",2500000,10000000,10000000
King Kong,1933,7.9,Passed,100,"Adventure, Horror, Sci-Fi","Apr 7, 1933",672000,10000000,10000650
Dirty Work,1998,6.5,PG-13,82,Comedy,"Jun 12, 1998",13000000,10020081,10020081
Brazil,1985,7.9,R,132,"Drama, Sci-Fi","Dec 18, 1985",15000000,9929135,9932339
Conquest of the Planet of the Apes,1972,6.1,PG,88,"Action, Sci-Fi","Jun 30, 1972",1700000,9700000,9700000
Very Bad Things,1998,6.4,R,100,"Comedy, Crime, Thriller","Nov 25, 1998",10000000,9949470,21094974
Jade,1995,5.3,R,95,"Crime, Drama, Thriller","Oct 13, 1995",50000000,9812870,9812870
Blue Valentine,2010,7.4,R,112,"Drama, Romance","Dec 29, 2010",1000000,9737892,16566240
Rendition,2007,6.8,R,122,"Drama, Thriller","Oct 19, 2007",27500000,9736045,26939925
Everyone Says I Love You,1996,6.7,R,101,"Comedy, Musical, Romance","Dec 6, 1996",20000000,9725847,34600000
Somewhere in Time,1980,7.2,PG,103,"Drama, Fantasy, Romance","Oct 3, 1980",5100000,9709597,9709597
Dudley Do-Right,1999,3.9,PG,77,"Comedy, Family, Romance","Aug 27, 1999",22000000,9818792,9818792
Duplex,2003,5.9,PG-13,89,Comedy,"Sep 26, 2003",40000000,9652000,10070651
I Don't Know How She Does It,2011,4.9,PG-13,89,"Comedy, Romance","Sep 16, 2011",24000000,9659074,24474463
Digimon: The Movie,2000,6.1,PG,82,"Animation, Action, Adventure","Oct 6, 2000",5000000,9628751,16628751
Belly,1998,6.2,R,96,"Crime, Drama","Nov 4, 1998",3000000,9639390,9639390
On the Waterfront,1954,8.1,Approved,108,"Crime, Drama, Thriller","Jul 28, 1954",910000,9600000,9600000
The Express,2008,7.3,PG,130,"Biography, Drama, Sport","Oct 10, 2008",37500000,9793406,9813309
The Dark Half,1993,6.0,R,122,"Horror, Mystery, Thriller","Apr 23, 1993",15000000,9579068,9579068
Midnight Sun,2018,6.6,PG-13,91,"Drama, Romance","Mar 22, 2018",2800000,9561064,26952508
Death Sentence,2007,6.8,R,105,"Action, Crime, Drama","Aug 31, 2007",20000000,9534258,16907831
Thank You for Your Service,2017,6.5,R,109,"Biography, Drama, War","Oct 27, 2017",20000000,9479390,9985316
The Lost Weekend,1945,7.9,Not Rated,101,"Drama, Film-Noir","Nov 29, 1945",1250000,11000000,11000000
Away We Go,2009,7.0,R,98,"Comedy, Drama, Romance","Jun 5, 2009",21000000,9451946,10108016
High Noon,1952,7.9,PG,85,"Drama, Thriller, Western","Jul 24, 1952",730000,8000000,8000000
She's the One,1996,6.0,R,96,"Comedy, Drama, Romance","Aug 23, 1996",3500000,9482579,13795053
Once,2007,7.8,R,86,"Drama, Music, Romance","May 16, 2007",150000,9445857,23151277
Sleepover,2004,5.4,PG,89,"Comedy, Family, Romance","Jul 9, 2004",10000000,9408183,9424052
Popstar: Never Stop Never Stopping,2016,6.7,R,87,"Comedy, Music","Jun 3, 2016",20000000,9496130,9537120
Dragonball Evolution,2009,2.5,PG,85,"Action, Adventure, Family","Apr 10, 2009",30000000,9362785,58228460
Stone Cold,1991,6.0,R,92,"Action, Crime, Drama","May 17, 1991",25000000,9286314,9286314
Lolita,1962,7.6,Not Rated,153,"Crime, Drama, Romance","Jun 13, 1962",2000000,9250000,9250000
A Serious Man,2009,7.0,R,106,"Comedy, Drama","Oct 2, 2009",7000000,9228788,30360570
You Can Count on Me,2000,7.5,R,111,Drama,"Nov 10, 2000",1200000,9180275,10827356
A Mighty Heart,2007,6.6,R,108,"Biography, Drama, History","Jun 22, 2007",15000000,9176787,19153568
What's Eating Gilbert Grape,1993,7.8,PG-13,118,Drama,"Dec 25, 1993",11000000,9170214,9170214
A Single Man,2009,7.6,R,99,"Drama, Romance","Dec 11, 2009",7000000,9176000,28142379
Superbabies: Baby Geniuses 2,2004,1.9,PG,88,"Comedy, Family, Sci-Fi","Aug 27, 2004",20000000,9109322,9355369
Meet the Blacks,2016,4.8,R,94,"Comedy, Horror","Apr 1, 2016",900000,9097072,9097072
First Daughter,2004,5.1,PG,106,"Comedy, Drama, Romance","Sep 24, 2004",30000000,9055010,10419084
Ulee's Gold,1997,7.0,R,113,Drama,"Jun 13, 1997",2700000,9054736,15600000
Saved!,2004,6.7,PG-13,92,"Comedy, Drama","May 28, 2004",5000000,8886160,10206551
Brainstorm,1983,6.5,PG,106,"Sci-Fi, Thriller","Sep 30, 1983",15000000,8921050,8921050
Battle of the Year,2013,5.0,PG-13,110,"Drama, Music","Sep 20, 2013",20000000,8888355,16723377
"Mystery, Alaska",1999,6.7,R,119,"Comedy, Drama, Sport","Oct 1, 1999",28000000,8891623,8891623
Everybody's Fine,2009,7.1,PG-13,99,Drama,"Dec 4, 2009",20000000,9208876,9208876
Battle for the Planet of the Apes,1973,5.5,G,93,"Action, Sci-Fi",1973,1800000,8800000,8800000
The Deep End,2001,6.5,R,101,"Crime, Drama, Mystery","Aug 8, 2001",3000000,8823109,9981635
Singin' in the Rain,1952,8.3,G,103,"Comedy, Musical, Romance","Apr 10, 1952",2540000,7200000,7235585
Queen of Katwe,2016,7.4,PG,124,"Biography, Drama, Sport","Sep 23, 2016",15000000,8874389,10055481
Can You Ever Forgive Me?,2018,7.1,R,106,"Biography, Comedy, Crime","Oct 19, 2018",10000000,8803865,12517379
Body Double,1984,6.8,R,114,"Crime, Drama, Mystery","Oct 26, 1984",10000000,8801940,8801940
Unfriended: Dark Web,2018,5.9,R,92,"Horror, Mystery, Thriller","Jul 19, 2018",1000000,8866745,16434588
Street Fighter: The Legend of Chun-Li,2009,3.7,PG-13,96,"Action, Crime, Thriller","Feb 27, 2009",50000000,8742261,12660287
Suspect Zero,2004,5.8,R,99,"Crime, Horror, Mystery","Aug 27, 2004",27000000,8712564,8723600
Robin and Marian,1976,6.5,PG,106,"Adventure, Drama, Romance","Mar 11, 1976",5000000,8000000,8000000
The Lobster,2015,7.2,R,119,"Comedy, Drama, Romance","Oct 15, 2015",4500000,9196278,18019834
My Life in Ruins,2009,5.9,PG-13,95,"Comedy, Romance","Jun 5, 2009",17000000,8677425,20477425
Pollock,2000,7.0,R,122,"Biography, Drama","Dec 15, 2000",6000000,8596914,10557291
An Unfinished Life,2005,7.0,PG-13,108,"Drama, Family, Romance","Sep 9, 2005",30000000,8535575,18535575
Death at a Funeral,2007,7.4,R,90,Comedy,"Aug 17, 2007",20000000,8580428,46285504
Serenity,2019,5.3,R,106,"Drama, Mystery, Thriller","Jan 24, 2019",25000000,8547045,13008804
Troop Beverly Hills,1989,5.8,PG,105,"Adventure, Comedy","Mar 22, 1989",18000000,7190505,7190505
MacGruber,2010,5.5,R,90,"Action, Comedy","May 21, 2010",10000000,8525600,8629895
Pushing Tin,1999,6.0,R,124,"Comedy, Drama, Romance","Apr 23, 1999",33000000,8408835,8408835
Sex Drive,2008,6.5,R,109,"Comedy, Romance","Oct 17, 2008",19000000,8402485,10412485
The Importance of Being Earnest,2002,6.8,PG,97,"Comedy, Drama, Romance","May 22, 2002",15000000,8378141,8667209
Topaz,1969,6.3,M/PG,143,"Drama, Thriller","Dec 19, 1969",4000000,6000000,6000000
Death to Smoochy,2002,6.4,R,109,"Comedy, Crime, Drama","Mar 29, 2002",50000000,8355815,8374062
The Man,2005,5.6,PG-13,83,"Action, Comedy, Crime","Sep 9, 2005",20000000,8330720,10393696
Mandela: Long Walk to Freedom,2013,7.1,PG-13,141,"Biography, Drama, History","Nov 28, 2013",35000000,8323085,29890402
Johnny English Reborn,2011,6.3,PG,101,"Action, Adventure, Comedy","Oct 21, 2011",45000000,8406711,164640401
Shadow of the Vampire,2000,6.9,R,92,"Drama, Horror","Dec 29, 2000",8000000,8279017,8279017
The Hustler,1961,8.0,Not Rated,134,"Drama, Sport","Sep 25, 1961",2000000,7600000,7600000
Early Man,2018,6.1,PG,89,"Animation, Adventure, Comedy","Jan 26, 2018",50000000,8267544,45285890
The Cooler,2003,6.9,R,101,"Drama, Romance","Nov 26, 2003",4000000,8291572,11131455
Cadillac Records,2008,7.0,R,109,"Biography, Drama, Music","Dec 5, 2008",12000000,8195551,8942516
A Simple Wish,1997,5.4,PG,89,"Comedy, Family, Fantasy","Jul 11, 1997",28000000,8165213,8165213
Before Midnight,2013,7.9,R,109,"Drama, Romance","May 22, 2013",3000000,8110621,23251930
Inherent Vice,2014,6.7,R,148,"Comedy, Crime, Drama","Dec 12, 2014",20000000,8110975,14772346
Code Name: The Cleaner,2007,4.6,PG-13,84,"Action, Comedy, Crime","Jan 5, 2007",20000000,8135024,8135024
Hoot,2006,5.5,PG,91,"Adventure, Comedy, Family","May 5, 2006",15000000,8117637,8224998
The Painted Veil,2006,7.5,PG-13,125,"Drama, Romance","Dec 20, 2006",19400000,8060487,15118795
Connie and Carla,2004,6.3,PG-13,98,"Comedy, Crime, Music","Apr 16, 2004",20000000,8047525,9649039
Dhoom 3,2013,5.4,Not Rated,172,"Action, Thriller","Dec 19, 2013",24000000,8031955,11723620
The Texas Chainsaw Massacre 2,1986,5.6,Unrated,101,"Comedy, Horror","Aug 22, 1986",4700000,8025872,8025872
Machete Kills,2013,5.6,R,107,"Action, Crime, Thriller","Oct 11, 2013",20000000,8008161,18273009
Death Race 2000,1975,6.2,R,80,"Action, Comedy, Sci-Fi","Apr 1, 1975",300000,0,0
A Streetcar Named Desire,1951,8.0,PG,122,Drama,"Sep 18, 1951",1800000,8000000,8006717
Dazed and Confused,1993,7.6,R,102,Comedy,"Sep 24, 1993",6900000,7950889,7950889
Punisher: War Zone,2008,5.9,R,103,"Action, Crime, Drama","Dec 5, 2008",35000000,8050977,10157534
Arbitrage,2012,6.6,R,107,"Drama, Thriller","Sep 14, 2012",12000000,7919574,35830713
Miracle at St. Anna,2008,6.1,R,160,"Action, Drama, War","Sep 26, 2008",45000000,7916887,9676497
Teen Wolf Too,1987,3.4,PG,95,"Comedy, Fantasy","Nov 20, 1987",3000000,7888000,7888000
The Space Between Us,2017,6.4,PG-13,120,"Drama, Romance, Sci-Fi","Jan 4, 2017",30000000,7885294,16481405
Serial Mom,1994,6.8,R,95,"Comedy, Crime, Thriller","Apr 13, 1994",13000000,7881335,7881335
City of Ember,2008,6.5,PG,90,"Adventure, Family, Fantasy","Oct 10, 2008",38000000,7873007,17831558
Trumbo,2015,7.5,R,124,"Biography, Drama","Nov 6, 2015",15000000,7857741,13300181
The Ice Storm,1997,7.4,R,112,Drama,"Sep 26, 1997",18000000,8038061,16011975
The Night Listener,2006,5.9,R,91,"Crime, Drama, Horror","Aug 4, 2006",4000000,7836393,10770993
Slither,2006,6.4,R,95,"Comedy, Horror, Sci-Fi","Mar 31, 2006",15250000,7802450,12930343
In Bruges,2008,7.9,R,107,"Comedy, Crime, Drama","Feb 8, 2008",15000000,7800825,34533783
Anna,2019,6.6,R,118,"Action, Thriller","Jun 19, 2019",30000000,7743794,30982979
Being Julia,2004,7.0,R,104,"Comedy, Drama, Romance","Oct 15, 2004",18000000,7739049,14488705
Unsane,2018,6.4,R,98,"Drama, Horror, Mystery","Mar 22, 2018",1500000,7690044,14296709
The Collector,2009,6.4,R,90,"Action, Crime, Horror","Jul 31, 2009",3000000,7712114,10473836
Loving,2016,7.0,PG-13,123,"Biography, Drama, Romance","Nov 4, 2016",9000000,7710234,12898064
The Imaginarium of Doctor Parnassus,2009,6.8,PG-13,123,"Adventure, Comedy, Fantasy","Dec 25, 2009",30000000,7689607,64352607
The Order,2003,5.2,R,102,"Horror, Mystery, Thriller","Sep 5, 2003",35000000,7659747,11559747
Beautiful Boy,2018,7.3,R,120,"Biography, Drama","Oct 12, 2018",25000000,7634767,13314562
The Last Temptation of Christ,1988,7.6,R,164,Drama,"Aug 12, 1988",7000000,8373585,8373585
Strangers on a Train,1951,8.0,PG,101,"Crime, Film-Noir, Thriller","Jul 3, 1951",1200000,7000000,7020059
Mortdecai,2015,5.5,R,107,"Action, Adventure, Comedy","Jan 21, 2015",60000000,7696134,30396134
Over Her Dead Body,2008,5.2,PG-13,95,"Comedy, Fantasy, Romance","Feb 1, 2008",10000000,7570127,21596074
Proof,2005,6.7,PG-13,100,"Drama, Mystery","Sep 16, 2005",20000000,7535331,8284331
The Curse of the Jade Scorpion,2001,6.7,PG-13,103,"Comedy, Crime, Mystery","Aug 24, 2001",26000000,7496522,18496522
Martian Child,2007,6.8,PG,106,"Comedy, Drama, Family","Nov 2, 2007",27000000,7500310,9352089
A Good Year,2006,7.0,PG-13,117,"Comedy, Drama, Romance","Nov 10, 2006",35000000,7459300,42064105
Cyrus,2010,6.3,R,91,"Comedy, Drama, Romance","Jun 18, 2010",7000000,7468936,10062896
Taking Woodstock,2009,6.7,R,120,"Biography, Comedy, Drama","Aug 26, 2009",29000000,7460204,10066366
Harley Davidson and the Marlboro Man,1991,6.2,R,98,"Action, Crime, Drama","Aug 23, 1991",23000000,7018525,7018525
Kids,1995,7.1,Unrated,91,Drama,"Jul 21, 1995",1500000,7412216,20412216
Paranoia,2013,5.7,PG-13,106,"Drama, Thriller","Aug 16, 2013",40000000,7388654,16340767
Witchboard,1986,5.7,R,98,"Horror, Mystery, Thriller","Dec 31, 1986",2000000,7369373,7369373
The Squid and the Whale,2005,7.3,R,81,"Comedy, Drama","Oct 5, 2005",1500000,7372734,11191423
Bones,2001,4.2,R,96,"Crime, Horror","Oct 24, 2001",10000000,7316658,8378853
Outside Providence,1999,6.4,R,96,"Comedy, Drama, Romance","Sep 1, 1999",7000000,7309628,7824358
The Forsaken,2001,5.3,R,90,"Action, Horror, Thriller","Apr 27, 2001",5000000,6755271,6755271
Phantasm II,1988,6.5,R,97,"Action, Fantasy, Horror","Jul 8, 1988",3000000,7282851,7282851
Big Trouble,2002,6.5,PG-13,85,"Comedy, Crime, Thriller","Apr 5, 2002",45000000,7262288,8488871
All the King's Men,2006,6.2,PG-13,128,"Drama, Thriller","Sep 22, 2006",55000000,7221458,9521458
The Big Year,2011,6.2,PG,100,Comedy,"Oct 14, 2011",41000000,7204138,7684524
American Dreamz,2006,5.4,PG-13,107,"Comedy, Music","Apr 21, 2006",17000000,7314027,16510971
She's Gotta Have It,1986,6.7,R,84,"Comedy, Romance","Aug 8, 1986",175000,7137502,7137502
Silence,2016,7.2,R,161,"Drama, History","Dec 23, 2016",46500000,7100177,23726626
Blackhat,2015,5.4,R,133,"Action, Crime, Thriller","Jan 16, 2015",70000000,8005980,19665004
Quills,2000,7.3,R,124,"Biography, Drama","Nov 22, 2000",13500000,7060876,11732088
Phat Girlz,2006,3.2,PG-13,99,Comedy,"Apr 7, 2006",3000000,7061128,7301115
Screwed,2000,5.8,PG-13,81,"Comedy, Crime","May 12, 2000",12000000,6982680,6982680
Turistas,2006,5.4,R,93,"Horror, Mystery, Thriller","Dec 1, 2006",10000000,7027762,14321070
Crossover,2006,2.1,PG-13,95,"Action, Sport","Sep 1, 2006",5600000,7009668,7009668
An American Carol,2008,4.1,PG-13,83,"Comedy, Fantasy","Oct 3, 2008",20000000,7013191,7022183
Cat People,1982,6.2,R,118,"Fantasy, Horror, Thriller","Apr 2, 1982",12500000,7000000,21000000
Eraserhead,1977,7.4,Not Rated,89,"Fantasy, Horror",1977,100000,7000000,7014590
Spellbound,1945,7.6,Approved,111,"Film-Noir, Mystery, Romance","Oct 31, 1945",1500000,7000000,7000000
Red Sonja,1985,5.1,PG-13,89,"Action, Adventure, Fantasy","Jun 28, 1985",17900000,6905861,6908640
Take Me Home Tonight,2011,6.3,R,97,"Comedy, Drama, Romance","Mar 4, 2011",19000000,6928068,7576604
Willard,2003,6.1,PG-13,100,"Drama, Horror, Thriller","Mar 14, 2003",20000000,6882696,6882696
Shut In,2016,4.8,PG-13,91,"Drama, Horror, Mystery","Mar 17, 2016",10000000,6900335,11360665
The Brothers Grimsby,2016,6.2,R,83,"Action, Adventure, Comedy","Feb 24, 2016",35000000,6864016,28720470
Cedar Rapids,2011,6.2,R,87,Comedy,"Feb 11, 2011",10000000,6861102,7862131
Incendies,2010,8.3,R,131,"Drama, Mystery, War","Sep 17, 2010",6800000,6857096,16038343
Running Scared,2006,7.4,R,122,"Action, Crime, Drama","Feb 24, 2006",17000000,6855137,9729088
The Spectacular Now,2013,7.1,R,95,"Comedy, Drama, Romance","Aug 2, 2013",2500000,6852971,6916951
200 Cigarettes,1999,6.0,R,101,"Comedy, Drama, Romance","Feb 26, 1999",6000000,6852450,6852450
Moonlight Mile,2002,6.6,PG-13,117,"Drama, Romance","Sep 27, 2002",21000000,6830957,6830957
Boy Erased,2018,6.9,R,115,"Biography, Drama","Nov 2, 2018",11000000,6788692,11862650
Conviction,2010,7.2,R,107,"Biography, Crime, Drama","Oct 15, 2010",12500000,6797696,11826980
In the Valley of Elah,2007,7.1,R,121,"Crime, Drama, Mystery","Sep 14, 2007",23000000,6777741,24489150
Thunderbirds,2004,4.2,PG,95,"Action, Adventure, Comedy","Jul 30, 2004",55000000,6768055,28231444
Me and Earl and the Dying Girl,2015,7.7,PG-13,105,"Comedy, Drama","Jun 12, 2015",8000000,6758416,9266180
Amour,2012,7.9,PG-13,127,"Drama, Romance","Sep 20, 2012",9700000,6738954,36787044
Loving Vincent,2017,7.8,PG-13,94,"Animation, Biography, Crime","Jul 12, 2017",5500000,6735118,44357515
American History X,1998,8.5,R,119,Drama,"Oct 30, 1998",10000000,6719864,6719864
Smoke Signals,1998,7.1,PG-13,89,"Comedy, Drama","Jun 26, 1998",2000000,6719300,7756617
Hotel Artemis,2018,6.1,R,94,"Action, Crime, Drama","Jun 7, 2018",15000000,6708137,13316627
The Snowman,2017,5.1,R,119,"Crime, Drama, Mystery","Oct 11, 2017",35000000,6670765,43226146
Seeking a Friend for the End of the World,2012,6.7,R,101,"Adventure, Comedy, Drama","Jun 22, 2012",10000000,7078738,11766959
The Savages,2007,7.1,R,113,"Comedy, Drama","Nov 28, 2007",9000000,6623082,10642023
Femme Fatale,2002,6.2,R,114,"Crime, Drama, Mystery","Nov 6, 2002",35000000,6630252,16830252
Wings,1927,7.5,PG-13,144,"Drama, Romance, War","Aug 12, 1927",2000000,0,0
Strange Wilderness,2008,5.3,R,87,"Adventure, Comedy","Feb 1, 2008",20000000,6575282,6947084
The Rules of Attraction,2002,6.7,R,110,"Comedy, Drama, Romance","Oct 11, 2002",4000000,6525762,11799060
Winter's Bone,2010,7.2,R,100,"Drama, Mystery","Jun 11, 2010",2000000,6531503,16131551
Maria Full of Grace,2004,7.4,R,101,"Crime, Drama","Jul 16, 2004",3200000,6529624,14441158
Switchback,1997,6.4,R,118,"Crime, Mystery, Thriller","Oct 31, 1997",38000000,6504442,6504442
The Big Bounce,2004,4.9,PG-13,88,"Comedy, Crime","Jan 30, 2004",50000000,6471394,6626115
Same Kind of Different as Me,2017,6.6,PG-13,119,"Biography, Drama","Oct 20, 2017",6500000,6423605,6423605
Little Boy,2015,7.4,PG-13,106,"Drama, History, War","Apr 24, 2015",20000000,6485961,17769299
The Rocker,2008,6.2,PG-13,102,"Comedy, Music","Aug 20, 2008",15000000,6409528,8767338
My Own Private Idaho,1991,7.1,R,104,Drama,"Sep 29, 1991",2500000,6401336,6401336
Gods and Monsters,1998,7.4,R,105,"Biography, Drama","Nov 6, 1998",3500000,6451628,6451628
Post Grad,2009,5.3,PG-13,88,"Comedy, Romance","Aug 21, 2009",15000000,6382178,6563402
It's Kind of a Funny Story,2010,7.1,PG-13,101,"Comedy, Drama, Romance","Oct 8, 2010",8000000,6363628,6632950
Beyond the Sea,2004,6.7,PG-13,118,"Biography, Drama, Music","Dec 17, 2004",24000000,6144806,8292914
The Jacket,2005,7.1,R,103,"Drama, Fantasy, Mystery","Mar 4, 2005",28500000,6301131,15452978
What Planet Are You From?,2000,5.6,R,105,"Comedy, Sci-Fi","Mar 3, 2000",50000000,6291602,6291602
Dick,1999,6.1,PG-13,94,Comedy,"Aug 4, 1999",13000000,6276869,6276869
Mambo Italiano,2003,6.7,R,99,"Comedy, Drama, Romance","Jun 6, 2003",5500000,9282750,12399772
Ghost World,2001,7.3,R,111,"Comedy, Drama","Jul 20, 2001",5500000,6217849,8761608
The Straight Story,1999,8.0,G,112,"Biography, Drama","Oct 15, 1999",10000000,6197866,6197866
Rabbit-Proof Fence,2002,7.4,PG,94,"Adventure, Biography, Drama","Nov 29, 2002",7000000,6199600,16866928
UHF,1989,7.0,PG-13,97,Comedy,"Jul 21, 1989",5000000,6157157,6157157
The Broadway Melody,1929,5.7,Passed,100,"Drama, Musical, Romance","Feb 1, 1929",379000,2800000,4358000
The Border,1982,6.4,R,108,"Crime, Drama","Jan 29, 1982",13500000,6118683,6118683
The Hurricane Heist,2018,5.1,PG-13,103,"Action, Adventure, Crime","Mar 2, 2018",40000000,6115824,30963684
The Interview,2014,6.5,R,112,"Action, Adventure, Comedy","Feb 6, 2014",44000000,6105175,12342632
1776,1972,7.6,G,141,"Drama, Family, History","Nov 9, 1972",4000000,0,0
Every Day,2018,6.4,PG-13,97,"Drama, Fantasy, Romance","Feb 23, 2018",4900000,6112914,12826031
Just Getting Started,2017,4.5,PG-13,91,"Comedy, Crime","Dec 8, 2017",22000000,6069605,6756412
Gigli,2003,2.5,R,121,"Comedy, Crime, Romance","Aug 1, 2003",54000000,6087542,7126002
The Way of the Gun,2000,6.7,R,119,"Action, Crime, Drama","Sep 8, 2000",9000000,6047856,13061935
Deuces Wild,2002,5.7,R,96,"Action, Crime, Drama","May 3, 2002",10000000,6044618,6244618
Foolish,1999,5.1,R,84,"Comedy, Drama","Apr 9, 1999",1600000,6026908,6026908
American Splendor,2003,7.4,R,101,"Biography, Comedy, Drama","Aug 15, 2003",2000000,6003587,8685632
Chasing Mavericks,2012,7.2,PG,116,"Biography, Drama, Sport","Oct 25, 2012",20000000,6002756,8300821
The Sessions,2012,7.2,R,95,"Biography, Comedy, Drama","Oct 19, 2012",1000000,6002451,11495204
Lars and the Real Girl,2007,7.3,PG-13,106,"Comedy, Drama, Romance","Oct 12, 2007",12500000,5956480,11277119
Basic Instinct 2,2006,4.3,R,114,"Drama, Mystery, Thriller","Mar 31, 2006",70000000,5946136,35417162
Captive State,2019,6.0,PG-13,109,"Action, Adventure, Drama","Mar 14, 2019",25000000,5958315,9186073
The Last Legion,2007,5.4,PG-13,101,"Action, Adventure, War","Aug 17, 2007",67000000,5932060,25357771
Evil Dead II,1987,7.8,R,84,"Comedy, Horror","Mar 13, 1987",3500000,5923044,5926177
The Florida Project,2017,7.6,R,111,Drama,"Oct 6, 2017",2000000,5904366,11295324
