Movie,Year,IMDb,Rating,Runtime,Genre
Were the World Mine,2008,6.9,Not Rated,95,"Adventure, Comedy, Fantasy"
Digging for Fire,2015,5.8,R,85,"Comedy, Drama"
Z for Zachariah,2015,6.0,PG-13,98,"Drama, Sci-Fi, Thriller"
"Ruben Brandt, Collector",2018,7.5,R,96,"Animation, Action, Crime"
Time to Leave,2005,7.1,Unrated,81,Drama
The Candidate,1972,7.0,PG,110,"Comedy, Drama"
Wild Target,2010,6.8,PG-13,98,"Action, Comedy, Crime"
Kaboom,2010,5.7,Not Rated,86,"Comedy, Mystery, Romance"
5 to 7,2014,7.1,R,95,"Comedy, Drama, Romance"
The Greatest,2009,6.6,R,99,"Drama, Romance"
The Other End of the Line,2008,6.2,PG-13,106,"Comedy, Drama, Romance"
Gentlemen Broncos,2009,6.2,PG-13,90,"Adventure, Comedy, Sci-Fi"
La femme du Vème,2011,5.3,R,84,"Drama, Mystery, Thriller"
The Producers,1967,7.6,PG,88,"Comedy, Music"
Pathology,2008,6.0,R,95,"Crime, Thriller"
Diva,1981,7.2,R,117,Thriller
After.Life,2009,5.9,R,104,"Drama, Mystery, Thriller"
Escobar: Paradise Lost,2014,6.5,R,120,"Crime, Drama, History"
Hello I Must Be Going,2012,6.2,R,95,"Comedy, Drama, Romance"
Arizona Dream,1993,7.3,R,142,"Comedy, Drama, Fantasy"
Like Crazy,2016,7.2,Not Rated,116,"Comedy, Drama"
Eternity and a Day,1998,7.9,Unrated,137,Drama
Rise: Blood Hunter,2007,4.9,R,97,"Action, Horror, Mystery"
Boy A,2007,7.6,R,102,Drama
Lawn Dogs,1997,7.5,R,101,Drama
Bronson,2008,7.1,R,92,"Action, Biography, Crime"
Adult Beginners,2014,5.6,R,92,"Comedy, Drama"
God's Pocket,2014,6.1,R,88,"Crime, Drama"
Human Traffic,1999,7.1,R,99,"Comedy, Music"
2 or 3 Things I Know About Her,1967,6.8,Not Rated,87,"Comedy, Drama"
Results,2015,5.4,R,105,"Comedy, Romance"
Kirschblüten - Hanami,2008,7.6,Unrated,127,"Drama, Romance"
Intimacy,2001,6.1,R,119,"Drama, Romance"
The Romantics,2010,5.1,PG-13,95,"Comedy, Drama, Romance"
The Weight of Water,2000,5.9,R,114,"Crime, Drama, Mystery"
Upside Down,2012,6.4,PG-13,109,"Drama, Fantasy, Romance"
Revenge,2017,6.3,R,108,"Action, Horror, Thriller"
Gigantic,2008,6.0,R,98,"Comedy, Drama, Romance"
Henry's Crime,2010,6.0,R,108,"Comedy, Crime, Drama"
Survival of the Dead,2009,4.9,R,90,"Comedy, Drama, Horror"
God Help the Girl,2014,6.4,Unrated,112,"Drama, Music, Romance"
Winter Passing,2005,6.3,R,98,"Comedy, Drama"
Riding the Bullet,2004,5.2,R,98,"Horror, Thriller"
The Magic of Belle Isle,2012,7.0,PG,109,"Comedy, Drama"
"Oslo, 31. august",2011,7.6,Not Rated,95,Drama
The House of the Devil,2009,6.4,R,95,Horror
The Good Guy,2009,5.8,R,90,"Comedy, Romance"
Walking Out,2017,5.8,PG-13,95,"Adventure, Drama, Thriller"
Man of Tai Chi,2013,6.1,R,105,"Action, Drama"
The Man Who Fell to Earth,1976,6.7,R,139,"Drama, Sci-Fi"
Flesh+Blood,1985,6.7,R,126,"Adventure, Drama"
Martin,1977,7.1,R,95,"Drama, Horror"
V/H/S,2012,5.8,R,116,"Horror, Sci-Fi, Thriller"
360,2011,6.2,R,110,"Drama, Thriller"
The Young and Prodigious T.S. Spivet,2013,7.1,PG,105,"Action, Adventure, Comedy"
Shadow Dancer,2012,6.2,R,101,"Drama, Thriller"
Last Night,2010,6.6,R,93,"Drama, Romance"
Rubber,2010,5.8,R,82,"Comedy, Fantasy, Horror"
Mary Shelley,2017,6.4,PG-13,120,"Biography, Drama, History"
Wuthering Heights,2011,6.0,Not Rated,129,"Drama, Romance"
D.E.B.S.,2004,5.3,PG-13,91,"Action, Comedy, Romance"
12 and Holding,2005,7.5,R,94,Drama
Sweet Country,2017,6.9,R,113,"Adventure, Crime, Drama"
Capital,2012,6.5,R,114,Drama
Code Unknown,2000,7.2,Not Rated,118,Drama
James White,2015,7.1,R,85,Drama
I Spit on Your Grave,2010,6.3,R,108,"Horror, Thriller"
Other People,2016,6.8,Unrated,97,"Comedy, Drama"
Mean Machine,2001,6.5,R,99,"Comedy, Crime, Drama"
Somersault,2004,6.7,Not Rated,106,"Drama, Romance"
A Touch of Sin,2013,7.1,Not Rated,130,"Action, Drama"
Fandango,1985,6.8,PG,91,"Comedy, Drama"
Passion,2012,5.3,R,102,"Drama, Mystery, Thriller"
Dedication,2007,6.7,R,95,"Comedy, Drama, Romance"
Carriers,2009,6.0,PG-13,84,"Adventure, Drama, Thriller"
Cuban Fury,2014,6.2,R,98,"Comedy, Romance, Sport"
One Chance,2013,6.8,PG-13,103,"Biography, Comedy, Drama"
Night of the Living Dead,1968,7.9,Not Rated,96,Horror
Emperor of the North,1973,7.3,PG,118,"Action, Adventure, Drama"
The Young Girls of Rochefort,1967,7.7,G,125,"Comedy, Drama, Musical"
She's Funny That Way,2014,6.1,R,93,"Comedy, Drama"
Hiroshima Mon Amour,1959,7.9,Not Rated,90,"Drama, Romance"
The Black Balloon,2008,7.3,PG-13,97,"Drama, Romance"
Starlet,2012,6.8,Not Rated,103,Drama
Blind Dating,2006,6.1,PG-13,95,"Comedy, Romance"
OSS 117: Lost in Rio,2009,6.9,Not Rated,101,"Action, Adventure, Comedy"
The House That Jack Built,2018,6.8,R,152,"Crime, Drama, Horror"
Knights of Badassdom,2013,5.6,R,86,"Action, Adventure, Comedy"
Blue Caprice,2013,6.0,R,93,"Biography, Crime, Drama"
The Best Offer,2013,7.8,R,131,"Crime, Drama, Mystery"
Fierce People,2005,6.5,R,107,"Drama, Thriller"
Summer of 84,2018,6.7,Not Rated,105,"Drama, Horror, Mystery"
How to Talk to Girls at Parties,2017,5.7,R,102,"Comedy, Music, Romance"
Byzantium,2012,6.5,R,118,"Drama, Fantasy, Horror"
Peeping Tom,1960,7.7,Not Rated,101,"Drama, Horror, Thriller"
Beasts of No Nation,2015,7.7,Not Rated,137,"Drama, War"
The Midnight Meat Train,2008,6.0,R,100,"Horror, Mystery, Thriller"
Z,1969,8.3,M/PG,127,"Crime, Drama, History"
Black Sheep,2006,5.8,Not Rated,87,"Comedy, Horror, Sci-Fi"
10 Items or Less,2006,6.6,R,82,"Comedy, Drama"
The Nile Hilton Incident,2017,6.7,Unrated,111,"Crime, Drama, Mystery"
Tale of Tales,2015,6.4,R,134,"Drama, Fantasy, Horror"
Life After Beth,2014,5.6,R,89,"Comedy, Fantasy, Horror"
Julien Donkey-Boy,1999,6.9,R,94,"Comedy, Drama"
Heaven Knows What,2014,6.8,R,97,Drama
The Death of Mr. Lazarescu,2005,7.9,R,153,"Comedy, Drama"
Eye See You,2002,5.3,R,96,"Crime, Thriller"
Stuck in Love.,2012,7.2,R,97,"Comedy, Drama, Romance"
Juliet of the Spirits,1965,7.6,Not Rated,137,"Comedy, Drama, Fantasy"
Manderlay,2005,7.3,Not Rated,139,Drama
Queen of Earth,2015,6.3,Not Rated,90,"Drama, Thriller"
Summer Wars,2009,7.5,PG,114,"Animation, Action, Adventure"
Der blaue Engel,1930,7.7,Not Rated,104,"Drama, Music"
Shock and Awe,2017,6.2,R,90,"Biography, Drama, History"
The Innkeepers,2011,5.4,R,101,"Drama, Horror, Mystery"
No News from God,2001,6.5,R,112,"Crime, Drama"
Beautiful Boy,2010,6.6,R,100,Drama
The Walker,2007,5.8,R,108,"Crime, Drama, Mystery"
Mystery Team,2009,6.7,R,97,"Comedy, Crime, Mystery"
We Are What We Are,2013,5.9,R,105,"Drama, Horror, Thriller"
Xi yang tian shi,2002,6.7,R,111,"Action, Adventure, Comedy"
Triple Threat,2019,5.5,R,96,"Action, Thriller"
Sleep Dealer,2008,6.0,PG-13,90,"Drama, Romance, Sci-Fi"
Revolver,2005,6.4,R,111,"Action, Crime, Drama"
Ned Kelly,2003,6.5,R,110,"Action, Adventure, Biography"
Twin Town,1997,6.8,Unrated,99,"Comedy, Drama"
Dragon Blade,2015,6.0,R,127,"Action, Adventure, Drama"
Phoebe in Wonderland,2008,7.1,PG-13,96,Drama
Buster's Mal Heart,2017,6.1,Unrated,96,"Drama, Mystery, Thriller"
Better Living Through Chemistry,2014,6.3,Not Rated,91,"Comedy, Drama"
No One Lives,2012,6.0,R,86,"Horror, Thriller"
"Farewell, My Queen",2012,6.2,R,100,"Drama, History, Romance"
A Troll in Central Park,1994,5.4,G,76,"Animation, Adventure, Comedy"
Dummy,2002,6.7,R,91,"Comedy, Drama, Romance"
Detachment,2011,7.7,Not Rated,98,Drama
Butter,2011,6.2,R,90,"Comedy, Drama"
Color Me Kubrick,2005,6.1,Not Rated,86,"Comedy, Drama"
Eulogy,2004,6.6,R,91,"Comedy, Drama"
Ma Mère,2004,5.1,NC-17,110,"Drama, Romance"
Returner,2002,6.4,R,116,"Action, Adventure, Sci-Fi"
Manic,2001,7.3,R,100,Drama
Intruders,2011,5.4,R,100,"Fantasy, Horror, Thriller"
Behind the Mask: The Rise of Leslie Vernon,2006,6.7,R,92,"Comedy, Horror, Thriller"
Coherence,2013,7.2,Not Rated,89,"Drama, Mystery, Sci-Fi"
Predestination,2014,7.5,R,97,"Action, Adventure, Drama"
Leaves of Grass,2009,6.4,R,105,"Comedy, Crime, Drama"
Mai wei,2011,7.7,R,137,"Action, Drama, War"
Stuck,2007,6.4,R,85,"Biography, Crime, Drama"
Puncture,2011,6.8,R,100,"Biography, Drama"
Beowulf & Grendel,2005,5.8,R,103,"Action, Adventure, Drama"
Disgrace,2008,6.5,R,119,Drama
The Messenger,2009,7.1,R,113,"Drama, Romance, War"
From Within,2008,5.6,R,89,"Horror, Mystery, Thriller"
Tideland,2005,6.5,R,120,"Drama, Fantasy, Horror"
3 Generations,2015,5.9,PG-13,92,Drama
Deadfall,2012,6.3,R,95,"Crime, Drama, Thriller"
Redacted,2007,6.1,R,90,"Crime, Thriller, War"
Right at Your Door,2006,6.1,R,96,"Drama, Sci-Fi, Thriller"
Crazy on the Outside,2010,5.5,PG-13,96,"Comedy, Crime"
The Details,2011,6.1,R,101,"Comedy, Drama"
Renaissance,2006,6.7,R,105,"Animation, Action, Sci-Fi"
Heartbeats,2010,7.1,Not Rated,101,"Drama, Romance"
The Nines,2007,6.3,R,100,"Drama, Fantasy, Mystery"
Trapped,2002,6.2,R,106,"Action, Crime, Drama"
Hatchet II,2010,5.5,R,85,"Action, Comedy, Horror"
Tragedy Girls,2017,6.0,R,98,"Comedy, Crime, Horror"
The Dark Horse,2014,7.5,R,124,"Biography, Drama"
The Art of the Steal,2013,6.3,R,90,"Comedy, Crime, Thriller"
The Holy Mountain,1973,7.9,R,114,"Adventure, Drama, Fantasy"
The Wicker Man,1973,7.5,R,88,"Horror, Mystery, Thriller"
It's Pat: The Movie,1994,2.7,PG-13,77,Comedy
How I Live Now,2013,6.5,R,101,"Romance, Sci-Fi, Thriller"
Gray Matters,2006,5.8,PG-13,96,"Comedy, Romance"
Cheap Thrills,2013,6.7,Not Rated,88,"Comedy, Crime, Drama"
Ten Thousand Saints,2015,5.9,R,113,"Comedy, Drama, Music"
Bomb City,2017,6.8,TV-MA,98,"Crime, Drama"
Frontera,2014,6.6,PG-13,103,"Drama, Thriller, Western"
Hallam Foe,2007,7.0,R,95,"Drama, Mystery, Romance"
Meet Bill,2007,6.2,R,93,"Comedy, Drama"
Dirty Love,2005,3.6,R,91,"Comedy, Romance"
Woman Walks Ahead,2017,6.6,R,101,"Biography, Drama, History"
The Duel,2016,5.8,R,110,"Drama, Western"
Rififi,1955,8.2,Not Rated,118,"Crime, Thriller"
The Road,2009,7.2,R,111,Drama
Borgman,2013,6.7,Not Rated,113,"Drama, Horror, Mystery"
Beyond the Black Rainbow,2010,6.1,R,110,"Horror, Sci-Fi, Thriller"
Dorm Daze,2003,4.6,R,96,"Comedy, Crime, Mystery"
The Battle of Algiers,1966,8.1,Not Rated,121,"Drama, War"
Looking for Eric,2009,7.2,Not Rated,116,"Comedy, Drama, Fantasy"
Cooties,2014,5.7,R,88,"Action, Comedy, Horror"
Chapter 27,2007,5.7,R,84,"Biography, Crime, Drama"
Clown,2014,5.7,R,100,"Drama, Fantasy, Horror"
Operation Avalanche,2016,6.1,R,94,"Drama, Mystery, Thriller"
The Grapes of Wrath,1940,8.0,Passed,129,"Drama, History"
Regression,2015,5.7,R,106,"Crime, Drama, Mystery"
Feast,2005,6.3,R,95,"Action, Comedy, Horror"
Return of the Living Dead III,1993,5.9,R,97,Horror
Somers Town,2008,6.9,Not Rated,71,"Comedy, Drama"
Dirty Girl,2010,6.4,R,90,"Comedy, Drama"
10th & Wolf,2006,6.3,R,107,"Crime, Drama, Thriller"
The Great Silence,1968,7.7,Not Rated,105,Western
Red Lights,2012,6.2,R,114,"Drama, Fantasy, Horror"
The Million Dollar Hotel,2000,5.9,R,122,"Drama, Mystery, Thriller"
Silent Light,2007,7.2,Not Rated,136,"Drama, Romance"
Direktøren for det hele,2006,6.7,Not Rated,99,Comedy
Ophelia,2018,6.6,PG-13,114,"Drama, History, Romance"
8½,1963,8.0,Not Rated,138,Drama
Hateship Loveship,2013,6.1,R,104,"Drama, Romance"
Wake in Fright,1971,7.7,R,109,"Drama, Thriller"
In a Valley of Violence,2016,6.0,R,104,"Action, Western"
Grace Is Gone,2007,6.7,PG-13,85,"Drama, War"
Black '47,2018,6.8,R,100,"Action, Drama"
Turbo Kid,2015,6.7,Not Rated,93,"Action, Adventure, Comedy"
Timber Falls,2007,5.2,R,100,"Horror, Thriller"
At Middleton,2013,6.5,R,99,"Comedy, Romance"
9 Songs,2004,4.8,Not Rated,71,"Drama, Music, Romance"
Home of the Brave,2006,5.6,R,106,"Action, Drama, War"
The Chumscrubber,2005,6.9,R,108,"Comedy, Drama"
The Canyons,2013,3.8,R,99,"Drama, Thriller"
Vatel,2000,6.6,PG-13,103,"Biography, Drama, Romance"
Fong juk,2006,7.2,R,110,"Action, Crime, Thriller"
In Order of Disappearance,2014,7.2,R,116,"Action, Crime, Drama"
Spring,2014,6.7,Not Rated,109,"Horror, Romance, Sci-Fi"
Mini's First Time,2006,5.8,R,91,"Comedy, Crime, Drama"
The Bag Man,2014,5.2,R,108,"Action, Crime, Drama"
Following,1998,7.5,R,69,"Crime, Mystery, Thriller"
Tales from Earthsea,2006,6.4,PG-13,115,"Animation, Adventure, Fantasy"
The Perfect Host,2010,6.8,R,93,"Comedy, Crime, Thriller"
Jing wu feng yun: Chen Zhen,2010,6.3,R,106,"Action, Drama, History"
Sukiyaki Western Django,2007,6.2,R,121,"Action, Western"
"1,000 Times Good Night",2013,7.1,Not Rated,117,"Drama, War"
Heist,2001,6.5,R,109,"Action, Crime, Drama"
The Square,2008,6.7,R,105,"Crime, Drama, Thriller"
Alphaville,1965,7.1,Not Rated,99,"Drama, Mystery, Sci-Fi"
LOL,2012,4.4,PG-13,97,"Comedy, Drama, Romance"
Margaret,2011,6.4,R,150,Drama
December Boys,2007,6.5,PG-13,105,"Drama, Romance"
Under the Silver Lake,2018,6.5,R,139,"Crime, Drama, Mystery"
Shotgun Stories,2007,7.2,PG-13,92,"Drama, Thriller"
Texas Killing Fields,2011,5.7,R,105,"Crime, Drama, History"
Wish You Were Here,2012,5.9,R,89,"Drama, Mystery"
High Strung,2016,6.4,PG,96,"Drama, Music, Romance"
Wrong,2012,6.3,Not Rated,94,"Comedy, Mystery"
The Zodiac,2005,5.4,R,92,"Crime, Drama, Horror"
Candy,2006,7.2,R,108,"Drama, Romance"
Shanghai,2010,6.4,R,105,"Crime, Drama, Mystery"
Beyond the Reach,2014,5.6,R,91,Thriller
Defendor,2009,6.8,R,101,"Comedy, Crime, Drama"
Desert Flower,2009,7.4,R,120,"Biography, Drama"
Irina Palm,2007,7.2,R,103,Drama
Animal Factory,2000,6.6,R,94,"Crime, Drama"
The Greasy Strangler,2016,5.7,Unrated,93,"Comedy, Horror"
Lost River,2014,5.8,R,95,"Drama, Fantasy, Mystery"
To vlemma tou Odyssea,1995,7.6,Unrated,176,"Drama, War"
Closet Monster,2015,7.0,Not Rated,90,"Drama, Fantasy, Mystery"
The Slammin' Salmon,2009,6.4,R,90,Comedy
Blood Ties,2013,6.5,R,127,"Action, Crime, Drama"
Undead,2003,5.4,R,97,"Action, Comedy, Fantasy"
Seeking Justice,2011,6.2,R,105,"Action, Crime, Drama"
Hellion,2014,6.1,R,99,"Drama, Thriller"
The Babysitters,2007,5.6,R,88,"Adventure, Drama"
The Woodsman,2004,7.2,R,87,Drama
Contempt,1963,7.6,Not Rated,102,"Drama, Romance"
Aftershock,2012,4.8,R,89,"Action, Adventure, Horror"
CBGB,2013,6.6,R,102,"Crime, Drama, Music"
Walk of Shame,2014,6.0,R,95,Comedy
I Can't Think Straight,2008,6.5,PG-13,82,"Drama, Romance"
La Notte,1961,8.1,Not Rated,122,Drama
Bastille Day,2016,6.3,R,92,"Action, Crime, Drama"
Soldiers of Fortune,2012,4.3,R,94,"Action, Thriller"
It's a Disaster,2012,6.4,R,88,"Comedy, Drama"
Lila & Eve,2015,5.8,R,94,"Crime, Drama, Mystery"
Sleeping Beauty,2011,5.3,Not Rated,101,"Drama, Romance, Thriller"
Band of Outsiders,1964,7.7,Not Rated,95,"Comedy, Crime, Drama"
Summer,1986,7.7,R,99,"Drama, Romance"
Rudderless,2014,7.5,R,105,"Comedy, Drama, Music"
Before We Go,2014,6.8,PG-13,95,"Comedy, Drama, Romance"
This Beautiful Fantastic,2016,6.9,PG,100,"Comedy, Drama, Romance"
Felon,2008,7.4,R,104,"Crime, Drama"
The Red Baron,2008,6.4,PG-13,106,"Action, Adventure, Biography"
"Surfer, Dude",2008,4.7,R,85,Comedy
Knock Knock,2015,4.9,R,99,"Drama, Thriller"
Uncertainty,2008,5.8,Not Rated,101,"Drama, Romance, Thriller"
District 13: Ultimatum,2009,6.5,R,101,"Action, Crime, Thriller"
Mozart and the Whale,2005,6.9,PG-13,94,"Comedy, Drama, Romance"
The Inbetweeners,2011,6.7,R,97,Comedy
The Servant,1963,7.9,Unrated,116,Drama
Sightseers,2012,6.5,Not Rated,88,"Adventure, Comedy, Crime"
Not Cool,2014,4.1,Not Rated,93,"Comedy, Drama, Romance"
Billy Liar,1963,7.3,Not Rated,98,"Comedy, Drama, Romance"
A Street Cat Named Bob,2016,7.3,Not Rated,103,"Biography, Drama, Family"
Redemption,2013,6.2,R,100,"Action, Drama"
Filth,2013,7.1,R,97,"Comedy, Crime, Drama"
Dave Made a Maze,2017,6.2,Not Rated,80,"Adventure, Comedy, Fantasy"
Starred Up,2013,7.4,Not Rated,106,"Crime, Drama"
The Body,2001,5.4,PG-13,109,"Drama, Mystery, Romance"
White Bird in a Blizzard,2014,6.4,R,91,"Drama, Mystery, Thriller"
Shade,2003,6.3,R,101,"Crime, Thriller"
Super Dark Times,2017,6.6,Not Rated,103,"Crime, Drama, Horror"
The Last Winter,2006,5.6,Not Rated,101,"Horror, Mystery, Thriller"
The Intervention,2016,6.0,R,90,"Comedy, Drama"
The Duke of Burgundy,2014,6.5,Not Rated,104,"Drama, Mystery, Romance"
I Give It a Year,2013,5.7,R,97,"Comedy, Romance"
Beyond a Reasonable Doubt,2009,5.9,PG-13,106,"Crime, Drama, Mystery"
Neighboring Sounds,2012,7.2,Unrated,131,"Drama, Thriller"
Head Above Water,1996,6.0,PG-13,92,"Comedy, Thriller"
Equals,2015,6.1,PG-13,101,"Drama, Romance, Sci-Fi"
Ruang rak noi nid mahasan,2003,7.5,R,112,"Comedy, Drama, Romance"
The Tracey Fragments,2007,6.2,R,77,Drama
Sweet Sixteen,2002,7.4,R,106,"Crime, Drama"
Song One,2014,5.8,PG-13,86,"Drama, Music"
Gangster No. 1,2000,6.8,R,103,"Crime, Drama, Thriller"
Al di là delle nuvole,1995,6.5,Not Rated,110,"Drama, Romance"
A Field in England,2013,6.3,Not Rated,90,"Drama, History, Horror"
XX,2017,4.5,R,80,Horror
The Bay,2012,5.6,R,84,"Horror, Sci-Fi, Thriller"
Happy Christmas,2014,5.4,R,82,"Comedy, Drama"
Keane,2004,6.9,R,100,"Drama, Mystery, Thriller"
The Alphabet Killer,2008,5.2,R,98,"Crime, Mystery, Thriller"
The Official Story,1985,7.7,Not Rated,112,"Drama, History, War"
Sky Blue,2003,6.7,Unrated,86,"Animation, Action, Adventure"
Freaked,1993,6.4,PG-13,80,"Comedy, Sci-Fi"
The Heart Is Deceitful Above All Things,2004,6.4,R,97,Drama
The Son of No One,2011,5.1,R,90,"Action, Crime, Drama"
Berlin Syndrome,2017,6.3,R,116,"Drama, Horror, Mystery"
The Edge of Love,2008,6.3,R,110,"Biography, Drama, Romance"
The Swimming Pool,1969,7.1,GP,122,"Crime, Drama, Romance"
King Cobra,2016,5.6,Not Rated,91,"Comedy, Crime, Drama"
The Wind,2018,5.5,R,86,"Horror, Western"
The Cut,2014,6.3,Not Rated,138,"Adventure, Drama, History"
The Umbrellas of Cherbourg,1964,7.8,Not Rated,91,"Drama, Musical, Romance"
Teen Witch,1989,6.1,PG-13,90,"Comedy, Fantasy, Romance"
Killing Season,2013,5.4,R,91,"Action, Drama, Thriller"
The Hottie & the Nottie,2008,1.9,PG-13,91,"Comedy, Romance"
North Sea Texas,2011,7.1,Not Rated,98,"Drama, Romance"
Nowhere,1997,6.5,R,82,"Comedy, Drama, Sci-Fi"
Surveillance,2008,6.3,R,97,"Crime, Drama, Mystery"
Pele: Birth of a Legend,2016,7.2,PG,107,"Biography, Drama, Sport"
The Keeping Room,2014,6.0,R,95,"Drama, Western"
Spy Game,2001,7.1,R,126,"Action, Crime, Thriller"
The Sweeney,2012,6.1,R,112,"Action, Crime, Drama"
Barely Legal,2003,4.7,R,90,Comedy
Kill List,2011,6.4,Not Rated,95,"Action, Crime, Drama"
Snow Cake,2006,7.5,Not Rated,112,"Drama, Romance"
The Eyes of My Mother,2016,6.2,R,76,"Drama, Horror"
The Boondock Saints,1999,7.8,R,108,"Action, Crime, Thriller"
The Air I Breathe,2007,6.8,R,95,"Crime, Drama, Thriller"
The Old Dark House,1932,7.1,Not Rated,72,"Comedy, Horror, Thriller"
Best Laid Plans,1999,6.1,R,92,"Crime, Drama, Thriller"
The Answer Man,2009,6.4,R,95,"Comedy, Romance"
Waiting for Forever,2010,6.0,PG-13,95,"Comedy, Drama, Romance"
Mr. Right,2015,6.3,R,95,"Action, Comedy, Romance"
Serious Moonlight,2009,5.4,R,81,"Comedy, Crime, Romance"
Undertow,2004,6.6,R,108,"Drama, Thriller"
Cashback,2006,7.2,R,102,"Comedy, Drama, Romance"
Einayim Petukhoth,2009,7.3,Not Rated,91,"Drama, Romance"
Sound of Noise,2010,7.2,R,102,"Comedy, Crime, Music"
Kill Me Three Times,2014,5.9,R,90,"Action, Comedy, Crime"
The Last Days on Mars,2013,5.5,R,98,"Adventure, Horror, Sci-Fi"
Paradise: Love,2012,7.1,Unrated,120,Drama
Attenberg,2010,6.2,Not Rated,97,Drama
Sex and Death 101,2007,6.0,R,117,"Comedy, Drama, Fantasy"
Dear Wendy,2005,6.6,Not Rated,105,"Comedy, Crime, Drama"
Good,2008,6.2,R,92,"Drama, Romance, War"
Goat,2016,5.7,R,96,Drama
Poultrygeist: Night of the Chicken Dead,2006,6.1,Not Rated,103,"Comedy, Horror, Musical"
The Recall,2017,4.2,R,90,"Action, Horror, Sci-Fi"
Struck by Lightning,2012,6.3,Not Rated,90,"Comedy, Drama"
Black Death,2010,6.4,R,102,"Action, Drama, History"
Winter's Tale,2014,6.2,PG-13,118,"Drama, Fantasy, Mystery"
Grand Piano,2013,5.9,R,90,"Drama, Music, Mystery"
Vanishing on 7th Street,2010,4.9,R,92,"Horror, Mystery, Thriller"
The Good Night,2007,5.8,R,93,"Comedy, Drama, Fantasy"
Tyrannosaur,2011,7.6,Not Rated,92,Drama
Loving Pablo,2017,6.3,R,123,"Biography, Crime, Drama"
The Divide,2011,5.8,R,112,"Drama, Horror, Sci-Fi"
Rory O'Shea Was Here,2004,7.8,R,104,"Comedy, Drama"
V/H/S/2,2013,6.0,R,96,"Horror, Sci-Fi, Thriller"
The ABCs of Death,2012,4.7,Not Rated,129,"Comedy, Fantasy, Horror"
Immortality,1998,6.2,R,98,"Crime, Mystery, Romance"
The Look of Love,2013,6.0,Not Rated,101,"Biography, Comedy, Drama"
Kandahar,2001,6.8,Not Rated,81,"Biography, Drama, War"
The Hole in the Ground,2019,5.7,R,90,"Drama, Horror, Mystery"
Lilting,2014,7.2,Not Rated,91,"Drama, Romance"
Lay the Favorite,2012,4.8,R,94,"Comedy, Drama, Romance"
Red Hill,2010,6.4,R,95,"Thriller, Western"
The Tripper,2006,5.0,R,93,"Comedy, Horror"
The Other Woman,2009,6.3,R,102,Drama
Maniac,2012,6.1,Not Rated,89,"Horror, Thriller"
The Day,2011,5.2,R,87,"Action, Drama, Horror"
"Love, Rosie",2014,7.2,R,102,"Comedy, Romance"
Better Watch Out,2016,6.5,R,89,"Comedy, Crime, Horror"
Koroshiya 1,2001,7.0,R,129,"Action, Comedy, Crime"
The Cured,2017,5.5,R,95,"Drama, Horror, Sci-Fi"
Double Take,2001,5.5,PG-13,88,"Action, Comedy, Crime"
Jesus Henry Christ,2011,6.4,PG-13,92,Comedy
Wind Chill,2007,5.8,R,91,"Drama, Horror, Thriller"
The Sea of Trees,2015,6.1,PG-13,110,"Drama, Fantasy, Mystery"
The Secret Life of Words,2005,7.5,Not Rated,115,"Drama, Romance"
The Blackcoat's Daughter,2015,5.9,R,93,"Horror, Mystery, Thriller"
Gummo,1997,6.8,R,89,"Comedy, Drama"
Wild Child,2008,6.1,PG-13,124,"Comedy, Drama, Romance"
Bad Milo,2013,5.6,R,85,"Comedy, Horror"
City Lights,1931,8.5,G,87,"Comedy, Drama, Romance"
Stander,2003,7.2,R,111,"Action, Biography, Crime"
Carrie Pilby,2016,6.6,Not Rated,98,"Comedy, Drama"
Stake Land,2010,6.5,R,98,"Drama, Horror, Sci-Fi"
A Room for Romeo Brass,1999,7.6,R,90,"Comedy, Drama"
Donkey Punch,2008,5.1,R,99,"Crime, Drama, Horror"
The Little Death,2014,7.1,Not Rated,96,"Comedy, Drama, Romance"
Juan of the Dead,2011,6.4,Not Rated,92,"Action, Comedy, Horror"
Walkabout,1971,7.6,GP,100,"Adventure, Drama"
Day for Night,1973,8.0,PG,116,"Comedy, Drama, Romance"
Cracks,2009,6.7,R,104,"Drama, Thriller"
Valhalla Rising,2009,6.1,Not Rated,93,"Adventure, Drama, Fantasy"
Strangerland,2015,5.2,R,112,"Drama, Mystery, Thriller"
Bitch Slap,2009,4.4,R,109,"Action, Comedy, Crime"
The Dead Girl,2006,6.6,R,85,"Crime, Drama, Mystery"
Violet & Daisy,2011,6.1,R,88,"Action, Comedy, Crime"
5 Days of War,2011,5.6,R,113,"Action, Drama, War"
The First Time,2012,6.8,PG-13,95,"Comedy, Drama, Romance"
Killshot,2008,6.0,R,95,"Action, Crime, Drama"
Big Game,2014,5.4,PG-13,110,"Action, Adventure"
Trespass,2011,5.3,R,91,"Crime, Drama, Thriller"
Adult World,2013,6.1,R,97,"Comedy, Drama"
Blackway,2015,5.3,R,90,"Drama, Thriller"
Detour,1945,7.4,Passed,68,"Crime, Drama, Film-Noir"
Piercing,2018,5.6,R,81,"Horror, Mystery, Thriller"
Two Night Stand,2014,6.4,R,86,"Comedy, Romance"
Bob le Flambeur,1956,7.7,PG,98,"Crime, Drama, Thriller"
Good Dick,2008,6.4,R,86,"Comedy, Drama, Romance"
Paper Man,2009,6.6,R,110,"Comedy, Drama"
Take Me Home,2011,6.8,PG-13,97,"Comedy, Romance"
