Movie,Year,value,Release Date,Production Budget,Domestic Gross,Worldwide Gross
Moon,2009,Duncan Jones,"Jun 12, 2009",5000000,5010163,10676073
Birth,2004,Jonathan Glazer,"Oct 29, 2004",20000000,5005899,14603001
Bubble Boy,2001,Blair Hayes,"Aug 24, 2001",13000000,5002310,5002310
"The Beast from 20,000 Fathoms",1953,Eugène Lourié,"Jun 13, 1953",210000,5000000,5000000
Club Dread,2004,Jay Chandrasekhar,"Feb 27, 2004",8500000,5001655,7573551
Jakob the Liar,1999,Peter Kassovitz,"Sep 24, 1999",15000000,4956401,4956401
The Apparition,2012,Todd Lincoln,"Aug 23, 2012",17000000,4936819,10637281
From Justin to Kelly,2003,Robert Iscove,"Jun 20, 2003",12000000,4922166,4922166
Girl 6,1996,Spike Lee,"Mar 22, 1996",12000000,4880941,4880941
Invaders from Mars,1986,Tobe Hooper,"Jun 6, 1986",12000000,4884663,4984663
Hamlet 2,2008,Andrew Fleming,"Aug 22, 2008",9000000,4886216,4934104
Bleed for This,2016,Ben Younger,"Nov 18, 2016",16000000,5083906,7171320
Hollywood Ending,2002,Woody Allen,"May 3, 2002",16000000,4839383,14839383
Extreme Ops,2002,Christian Duguay,"Nov 27, 2002",40000000,4835968,12624471
Slackers,2002,Dewey Nicks,"Feb 1, 2002",11000000,4814244,5942218
Incarnate,2016,Brad Peyton,"Dec 2, 2016",5000000,4799774,9371036
Just Visiting,2001,Jean-Marie Poiré,"Apr 6, 2001",40000000,4777007,16172200
In the Cut,2003,Jane Campion,"Oct 22, 2003",12000000,4717455,23693646
The Fall of the Roman Empire,1964,Anthony Mann,"Jan 1, 1964",19000000,4750000,4750000
A Walk on the Moon,1999,Tony Goldwyn,"Mar 26, 1999",14000000,4741987,4741987
Duets,2000,Bruce Paltrow,"Sep 15, 2000",16000000,4734235,6615452
Hands of Stone,2016,Jonathan Jakubowicz,"Aug 26, 2016",20000000,4712792,5031975
College,2008,Deb Hagan,"Aug 29, 2008",6000000,4694491,6176114
Igby Goes Down,2002,Burr Steers,"Sep 13, 2002",9000000,4777465,5512151
C.H.U.D.,1984,Douglas Cheek,"Aug 31, 1984",1250000,4700000,4700000
Radio Flyer,1992,David Mickey Evans,"Feb 21, 1992",35000000,4651977,4651977
Radio Flyer,1992,Richard Donner,"Feb 21, 1992",35000000,4651977,4651977
Let's Go to Prison,2006,Bob Odenkirk,"Nov 17, 2006",4000000,4630045,4630045
Love in the Time of Cholera,2007,Mike Newell,"Nov 16, 2007",45000000,4617608,31077418
Thirteen,2003,Catherine Hardwicke,"Aug 20, 2003",2000000,4601043,9505996
Deception,2008,Marcel Langenegger,"Apr 25, 2008",25000000,4598506,12850033
Little Voice,1998,Mark Herman,"Dec 4, 1998",6000000,4595000,21787233
Snowpiercer,2013,Bong Joon Ho,"Aug 1, 2013",40000000,4563029,86808205
Mumford,1999,Lawrence Kasdan,"Sep 24, 1999",28700000,4559569,4559569
Miss March,2009,Trevor Moore,"Mar 13, 2009",6000000,4543320,4713059
Miss March,2009,Zach Cregger,"Mar 13, 2009",6000000,4543320,4713059
Tolkien,2019,Dome Karukoski,"May 3, 2019",20000000,4535154,8967531
McHale's Navy,1997,Bryan Spicer,"Apr 18, 1997",42000000,4408420,4408420
The Last Black Man in San Francisco,2019,Joe Talbot,"Jun 7, 2019",3000000,4515719,4607064
Swingers,1996,Doug Liman,"Oct 18, 1996",200000,4505922,6618578
Flawless,1999,Joel Schumacher,"Nov 24, 1999",27000000,4485485,4485485
Anonymous,2011,Roland Emmerich,"Oct 28, 2011",27500000,4463292,15815509
Persepolis,2007,Marjane Satrapi,"Dec 25, 2007",7300000,4443403,25397187
Persepolis,2007,Vincent Paronnaud,"Dec 25, 2007",7300000,4443403,25397187
Bright Star,2009,Jane Campion,"Sep 17, 2009",8500000,4444637,17220091
Beyond Borders,2003,Martin Campbell,"Oct 24, 2003",60000000,4426297,11427090
The Adventures of Pluto Nash,2002,Ron Underwood,"Aug 16, 2002",100000000,4411102,7094995
The Conversation,1974,Francis Ford Coppola,"Apr 7, 1974",1600000,4420000,4420000
Hamlet,1996,Kenneth Branagh,"Dec 25, 1996",18000000,4501094,7129670
Johnny English Strikes Again,2018,David Kerr,"Sep 13, 2018",30000000,4412170,159423384
Dear White People,2014,Justin Simien,"Oct 17, 2014",1250000,4404154,5403771
Simply Irresistible,1999,Mark Tarlov,"Feb 5, 1999",6000000,4398989,4398989
12 Angry Men,1957,Sidney Lumet,"Apr 13, 1957",340000,0,0
Rebecca,1940,Alfred Hitchcock,"Mar 21, 1940",1288000,6000000,6002370
It Happened One Night,1934,Frank Capra,"Feb 22, 1934",325000,2500000,2500000
Bogus,1996,Norman Jewison,"Sep 6, 1996",32000000,4357406,4357406
PCU,1994,Hart Bochner,"Apr 29, 1994",9000000,4333569,4333569
Gotti,2018,Kevin Connolly,"Jun 15, 2018",10000000,4286367,6089100
Four Rooms,1995,Chuck Jones,"Dec 25, 1995",4000000,4301000,4301000
Four Rooms,1995,Quentin Tarantino,"Dec 25, 1995",4000000,4301000,4301000
Four Rooms,1995,Robert Rodriguez,"Dec 25, 1995",4000000,4301000,4301000
Four Rooms,1995,Alexandre Rockwell,"Dec 25, 1995",4000000,4301000,4301000
Four Rooms,1995,Allison Anders,"Dec 25, 1995",4000000,4301000,4301000
Catch a Fire,2006,Phillip Noyce,"Oct 27, 2006",14000000,4299773,5782198
The Omen,1976,Richard Donner,"Jun 25, 1976",2800000,48570885,48577431
Glitter,2001,Vondie Curtis-Hall,"Sep 21, 2001",8500000,4273372,4273372
Flash of Genius,2008,Marc Abraham,"Oct 3, 2008",20000000,4442377,4504111
Detroit Rock City,1999,Adam Rifkin,"Aug 13, 1999",16000000,4217115,5825314
Stronger,2017,David Gordon Green,"Sep 22, 2017",30000000,4211129,8786287
Swiss Army Man,2016,Daniel Scheinert,"Jun 24, 2016",3000000,4210454,5837111
Swiss Army Man,2016,Dan Kwan,"Jun 24, 2016",3000000,4210454,5837111
A Hologram for the King,2016,Tom Tykwer,"Apr 22, 2016",35000000,4212494,11846010
The Water Diviner,2014,Russell Crowe,"Dec 26, 2014",22500000,4200117,31054727
Dancer in the Dark,2000,Lars von Trier,"Sep 22, 2000",12500000,4157491,45557491
Exotica,1994,Atom Egoyan,"Sep 23, 1994",1500000,5046118,5046118
Gloria,1999,Sidney Lumet,"Jan 22, 1999",30000000,4167493,4967493
Witless Protection,2008,Charles Robert Carner,"Feb 22, 2008",7500000,4151836,4151836
Restoration,1995,Michael Hoffman,"Dec 29, 1995",18000000,4100000,4100000
Denial,2016,Mick Jackson,"Sep 30, 2016",10000000,4073448,9263940
Tank Girl,1995,Rachel Talalay,"Mar 1, 1995",25000000,4064333,4064333
Secretary,2002,Steven Shainberg,"Sep 20, 2002",4000000,4046737,9412015
Replicas,2018,Jeffrey Nachmanoff,"Oct 25, 2018",30000000,4046429,9037427
Bottle Shock,2008,Randall Miller,"Aug 6, 2008",5000000,4078607,4815890
Please Give,2010,Nicole Holofcener,"Apr 30, 2010",3000000,4033574,4566662
My Old Lady,2014,Israel Horovitz,"Sep 10, 2014",5000000,4011530,15220308
Safety Not Guaranteed,2012,Colin Trevorrow,"Jun 8, 2012",750000,4010957,4422318
Idle Hands,1999,Rodman Flender,"Apr 30, 1999",15000000,4023741,4023741
Shame,2011,Steve McQueen,"Dec 2, 2011",6500000,4002293,20412841
American Ninja 2: The Confrontation,1987,Sam Firstenberg,1987,350000,4000000,4000000
Cat People,1942,Jacques Tourneur,"Nov 16, 1942",134000,4000000,8000000
Peaceful Warrior,2006,Victor Salva,"Jun 2, 2006",10000000,2893666,3260179
Mr. Turner,2014,Mike Leigh,"Nov 6, 2014",14000000,3958546,25187026
Morgan,2016,Luke Scott,"Sep 2, 2016",8000000,3915251,7298786
Warlock: The Armageddon,1993,Anthony Hickox,"Sep 24, 1993",3000000,3902679,3902679
Me and You and Everyone We Know,2005,Miranda July,"Jun 17, 2005",2000000,3885134,9615464
Top Hat,1935,Mark Sandrich,"Sep 6, 1935",609000,1782000,3202000
Yeh Jawaani Hai Deewani,2013,Ayan Mukherjee,"May 31, 2013",8300000,3827466,50827466
Max Steel,2016,Stewart Hendler,"Oct 14, 2016",10000000,3818664,4563080
Bound,1996,Lilly Wachowski,"Oct 4, 1996",4500000,3802260,7011317
Bound,1996,Lana Wachowski,"Oct 4, 1996",4500000,3802260,7011317
The Merchant of Venice,2004,Michael Radford,"Dec 29, 2004",30000000,3765585,18765585
Friend Request,2016,Simon Verhoeven,"Jan 7, 2016",9900000,3759078,11310835
Vera Drake,2004,Mike Leigh,"Oct 10, 2004",11000000,3753806,13353855
The Cold Light of Day,2012,Mabrouk El Mechri,"Apr 4, 2012",20000000,3763583,25361206
A Monster Calls,2016,J.A. Bayona,"Oct 7, 2016",43000000,3740823,46414530
Midnight Special,2016,Jeff Nichols,"Feb 18, 2016",18000000,3712282,7680250
Sunshine,2007,Danny Boyle,"Jul 20, 2007",40000000,3688560,32030610
Requiem for a Dream,2000,Darren Aronofsky,"Oct 6, 2000",4500000,3635482,7389233
Scouts Guide to the Zombie Apocalypse,2015,Christopher Landon,"Oct 29, 2015",15000000,3703046,15554855
Table 19,2017,Jeffrey Blitz,"Mar 3, 2017",5000000,3614896,4620399
We Are Your Friends,2015,Max Joseph,"Aug 26, 2015",2000000,3591417,10153415
Wish I Was Here,2014,Zach Braff,"Jul 18, 2014",6000000,3591299,6591365
The Runaways,2010,Floria Sigismondi,"Mar 19, 2010",9500000,3573673,5278632
Repo Man,1984,Alex Cox,"Mar 2, 1984",1500000,2300000,2300000
Cats Don't Dance,1997,Mark Dindal,"Mar 26, 1997",32000000,3588602,3588602
8 Heads in a Duffel Bag,1997,Tom Schulman,"Apr 18, 1997",3000000,3602884,4002884
Blood and Chocolate,2007,Katja von Garnier,"Jan 26, 2007",15000000,3526588,6551310
The Ballad of Cable Hogue,1970,Sam Peckinpah,"May 13, 1970",3716946,3500000,5000000
Mommy,2014,Xavier Dolan,"Nov 13, 2014",4900000,3498695,17536004
The Beach Bum,2019,Harmony Korine,"Mar 21, 2019",5000000,3502600,4267808
Heaven's Gate,1980,Michael Cimino,"Nov 19, 1980",44000000,3484331,3484523
Talk Radio,1988,Oliver Stone,"Dec 1, 1988",4000000,3468572,3468572
The To Do List,2013,Maggie Carey,"Jul 26, 2013",1500000,3491669,4128828
Miss Sloane,2016,John Madden,"Nov 25, 2016",18000000,3500605,7719630
The Andromeda Strain,1971,Robert Wise,"Jan 1, 1971",6500000,12376563,12376563
Metallica Through the Never,2013,Nimród Antal,"Sep 27, 2013",18000000,3419967,9082906
Like Crazy,2011,Drake Doremus,"Oct 28, 2011",250000,3395391,3728400
Venus,2006,Roger Michell,"Dec 21, 2006",6000000,3347411,7818479
Pootie Tang,2001,Louis C.K.,"Jun 29, 2001",3500000,3293258,3293258
Things We Lost in the Fire,2007,Susanne Bier,"Oct 19, 2007",16000000,3287315,8120148
Kabhi Alvida Naa Kehna,2006,Karan Johar,"Aug 11, 2006",10750000,3275443,32575443
Only the Strong,1993,Sheldon Lettich,1993,6000000,3273588,3273588
The Fifth Estate,2013,Bill Condon,"Oct 18, 2013",26000000,3254172,6154172
The Sweet Hereafter,1997,Atom Egoyan,"Oct 10, 1997",5000000,4306697,7951247
You Will Meet a Tall Dark Stranger,2010,Woody Allen,"Sep 22, 2010",15000000,3247816,38535748
Pi,1998,Darren Aronofsky,"Jul 10, 1998",68000,3221152,4678513
Another Year,2010,Mike Leigh,"Dec 29, 2010",8000000,3205706,20005613
Anything Else,2003,Woody Allen,"Sep 19, 2003",18000000,3203044,13203044
The Limey,1999,Steven Soderbergh,"Oct 8, 1999",10000000,3193102,6030047
Resurrecting the Champ,2007,Rod Lurie,"Aug 24, 2007",13000000,3172382,3260555
Clerks,1994,Kevin Smith,"Oct 19, 1994",27000,3073428,3894240
The Sisters Brothers,2018,Jacques Audiard,"Sep 21, 2018",38000000,3143056,13119947
Maurice,1987,James Ivory,1987,2600000,3147950,3305831
Rosewater,2014,Jon Stewart,"Nov 14, 2014",10000000,3128941,3185717
Obvious Child,2014,Gillian Robespierre,"Jun 6, 2014",1000000,3122616,3324070
Soul Survivors,2001,Stephen Carpenter,"Sep 7, 2001",14000000,3100650,4288246
The Last House on the Left,1972,Wes Craven,"Aug 30, 1972",87000,3100000,3100000
"Synecdoche, New York",2008,Charlie Kaufman,"Oct 24, 2008",20000000,3083538,4383538
8 femmes,2002,François Ozon,"Sep 20, 2002",8000000,3076425,42376425
Blindness,2008,Fernando Meirelles,"Oct 3, 2008",25000000,3073392,20052958
Jawbreaker,1999,Darren Stein,"Feb 19, 1999",3000000,3076820,3076820
Waterloo,1970,Sergey Bondarchuk,"Jan 1, 1970",25000000,0,0
Heavenly Creatures,1994,Peter Jackson,"Nov 16, 1994",5000000,3046086,5438120
The House of Mirth,2000,Terence Davies,"Dec 22, 2000",10000000,3041803,5149131
Melancholia,2011,Lars von Trier,"Nov 11, 2011",9400000,3030848,21817298
Hedwig and the Angry Inch,2001,John Cameron Mitchell,"Jul 20, 2001",6000000,3067312,3740030
Albert Nobbs,2011,Rodrigo García,"Dec 21, 2011",7500000,3014696,8539003
The Other Side of the Door,2016,Johannes Roberts,"Feb 24, 2016",5000000,3000342,12905107
Rock the Kasbah,2015,Barry Levinson,"Oct 23, 2015",15000000,3020665,3386153
Martha Marcy May Marlene,2011,Sean Durkin,"Oct 21, 2011",1000000,2981038,5438911
Miss Potter,2006,Chris Noonan,"Dec 29, 2006",30000000,3005605,35891257
Before I Go to Sleep,2014,Rowan Joffe,"Oct 31, 2014",22000000,3242457,19563579
Basquiat,1996,Julian Schnabel,"Aug 9, 1996",3000000,2962051,2962051
Metropolitan,1990,Whit Stillman,"Aug 3, 1990",430000,2938000,2938000
Choke,2008,Clark Gregg,"Sep 26, 2008",3400000,2926565,4124277
Cradle Will Rock,1999,Tim Robbins,"Dec 8, 1999",32000000,2899970,2899970
Tadpole,2002,Gary Winick,"Jul 19, 2002",150000,2891288,3270128
The Hudsucker Proxy,1994,Ethan Coen,"Mar 11, 1994",40000000,2816518,14938149
The Hudsucker Proxy,1994,Joel Coen,"Mar 11, 1994",40000000,2816518,14938149
In the Company of Men,1997,Neil LaBute,"Aug 1, 1997",25000,2883661,2883661
eXistenZ,1999,David Cronenberg,"Apr 23, 1999",20700000,2840417,2840417
Reservoir Dogs,1992,Quentin Tarantino,"Oct 23, 1992",1200000,2832029,2864984
Return to the Blue Lagoon,1991,William A. Graham,1991,11000000,2000000,2000000
Happiness,1998,Todd Solondz,"Oct 16, 1998",3000000,2746453,5746453
The History Boys,2006,Nicholas Hytner,"Nov 21, 2006",3700000,2730296,13447998
Youth,2015,Paolo Sorrentino,"May 22, 2015",13000000,2703296,24001573
Half Nelson,2006,Ryan Fleck,"Aug 11, 2006",700000,2697938,4911725
Junebug,2005,Phil Morrison,"Aug 3, 2005",1000000,2678010,3553253
Beyond the Valley of the Dolls,1970,Russ Meyer,"Jun 17, 1970",1000000,9000000,9000000
The Mighty,1998,Peter Chelsom,"Oct 9, 1998",100000,2652246,6121582
Richard III,1995,Richard Loncraine,"Dec 29, 1995",9200000,2684904,4199334
Captive,2015,Jerry Jameson,"Sep 17, 2015",2000000,2583301,2791973
Carnage,2011,Roman Polanski,"Dec 16, 2011",25000000,2546747,38112154
Truth,2015,James Vanderbilt,"Oct 16, 2015",9600000,2541854,6842580
Pieces of April,2003,Peter Hedges,"Oct 17, 2003",300000,2528664,3571253
Frozen River,2008,Courtney Hunt,"Aug 1, 2008",1000000,2511476,6030129
Full Frontal,2002,Steven Soderbergh,"Aug 2, 2002",2000000,2512846,3438804
Suspiria,2018,Luca Guadagnino,"Oct 12, 2018",20000000,2483472,7023292
Kill the Messenger,2014,Michael Cuesta,"Oct 10, 2014",5000000,2450846,6656705
The Sapphires,2012,Wayne Blair,"Aug 9, 2012",9000000,2450867,20395040
Never Let Me Go,2010,Mark Romanek,"Sep 15, 2010",15000000,2434652,11173718
The Homesman,2014,Tommy Lee Jones,"Jun 4, 2014",16000000,2429989,8217571
You Kill Me,2007,John Dahl,"Jun 22, 2007",4000000,2426851,3858964
Tulip Fever,2017,Justin Chadwick,"Aug 25, 2017",25000000,2455635,6792768
The Disappointments Room,2016,D.J. Caruso,"Sep 9, 2016",15000000,2423467,3503761
Sidewalks of New York,2001,Edward Burns,"Nov 21, 2001",1000000,2402459,3575308
Hearts Beat Loud,2018,Brett Haley,"Jun 8, 2018",2000000,2386254,2469510
Buffalo '66,1998,Vincent Gallo,"Jun 26, 1998",1500000,2380606,2380606
Redbelt,2008,David Mamet,"May 2, 2008",7000000,2344847,2667084
She's the Man,2006,Andy Fickman,"Mar 17, 2006",25000000,33889159,55279608
Bucky Larson: Born to Be a Star,2011,Tom Brady,"Sep 9, 2011",10000000,2529395,2529395
Trance,2013,Danny Boyle,"Mar 27, 2013",16000000,2322593,22594052
42nd Street,1933,Lloyd Bacon,"Mar 9, 1933",439000,1438000,2281000
The Company,2003,Robert Altman,"Dec 25, 2003",15000000,2281585,3393606
Collide,2016,Eran Creevy,"Aug 26, 2016",29200000,2280004,5466698
Adam,2009,Max Mayer,"Jul 29, 2009",3200000,2283291,2834485
Showdown in Little Tokyo,1991,Mark L. Lester,1991,8000000,2275557,2275557
The East,2013,Zal Batmanglij,"May 31, 2013",6500000,2274649,3027956
My All-American,2015,Angelo Pizzo,"Nov 13, 2015",20000000,2246000,2246000
L'illusionniste,2010,Sylvain Chomet,"Dec 25, 2010",17000000,2231474,8609949
Rabbit Hole,2010,John Cameron Mitchell,"Dec 17, 2010",5000000,2229058,6205034
Perfume: The Story of a Murderer,2006,Tom Tykwer,"Dec 27, 2006",63700000,2223293,133603463
Smilla's Sense of Snow,1997,Bille August,"Feb 28, 1997",35000000,2221994,2221994
Shattered Glass,2003,Billy Ray,"Oct 31, 2003",6000000,2207975,3456602
Transsiberian,2008,Brad Anderson,"Jul 18, 2008",15000000,2203641,6379575
Bamboozled,2000,Spike Lee,"Oct 6, 2000",10000000,2185266,2373937
Jem and the Holograms,2015,Jon M. Chu,"Oct 22, 2015",5000000,2184640,2368937
Paterson,2016,Jim Jarmusch,"Nov 25, 2016",5000000,2141423,10727536
Mallrats,1995,Kevin Smith,"Oct 20, 1995",6100000,2108367,2108367
Videodrome,1983,David Cronenberg,"Feb 4, 1983",5952000,2120439,2120439
Othello,1995,Oliver Parker,"Dec 14, 1995",11000000,2844379,2844379
The Wackness,2008,Jonathan Levine,"Jul 3, 2008",6000000,2077046,3330012
The Wizard of Oz,1939,King Vidor,"Aug 25, 1939",2777000,34685891,34949482
The Wizard of Oz,1939,Richard Thorpe,"Aug 25, 1939",2777000,34685891,34949482
The Wizard of Oz,1939,Norman Taurog,"Aug 25, 1939",2777000,34685891,34949482
The Wizard of Oz,1939,Mervyn LeRoy,"Aug 25, 1939",2777000,34685891,34949482
The Wizard of Oz,1939,George Cukor,"Aug 25, 1939",2777000,34685891,34949482
The Wizard of Oz,1939,Victor Fleming,"Aug 25, 1939",2777000,34685891,34949482
Auto Focus,2002,Paul Schrader,"Oct 18, 2002",7000000,2062066,2703821
Ravenous,1999,Antonia Bird,"Mar 19, 1999",12000000,2062406,2062406
Crash,1996,David Cronenberg,"Oct 4, 1996",10000000,3357324,3357324
Novocaine,2001,David Atkins,"Nov 16, 2001",6000000,2025238,2522928
The Dressmaker,2015,Jocelyn Moorhouse,"Oct 30, 2015",11900000,2022115,24041617
She Done Him Wrong,1933,Lowell Sherman,"Feb 9, 1933",200000,2000000,2000000
Limbo,1999,John Sayles,"Jun 4, 1999",8300000,2160710,2598224
Oliver Twist,2005,Roman Polanski,"Sep 23, 2005",65000000,2070920,26670920
Shortbus,2006,John Cameron Mitchell,"Oct 4, 2006",2000000,1985292,1985292
Zero Effect,1998,Jake Kasdan,"Jan 30, 1998",5000000,2080693,2080693
Assassination Nation,2018,Sam Levinson,"Sep 21, 2018",7000000,2005142,2852759
Crazy in Alabama,1999,Antonio Banderas,"Oct 22, 1999",15000000,1954202,1954202
The Clan of the Cave Bear,1986,Michael Chapman,"Jan 17, 1986",15000000,1953732,1953732
"Happy, Texas",1999,Mark Illsley,"Oct 1, 1999",1700000,2039192,2891228
A Sound of Thunder,2005,Peter Hyams,"Sep 2, 2005",80000000,1900451,6300451
Legend,2015,Brian Helgeland,"Sep 11, 2015",25000000,1872994,42425450
Tusk,2014,Kevin Smith,"Sep 19, 2014",3000000,1821983,1887554
Stone,2010,John Curran,"Oct 8, 2010",22000000,1810078,4065020
Clay Pigeons,1998,David Dobkin,"Sep 25, 1998",8000000,1793359,2256606
The Dangerous Lives of Altar Boys,2002,Peter Care,"Jun 14, 2002",12000000,1779284,1779284
Somewhere,2010,Sofia Coppola,"Dec 22, 2010",7000000,1785645,17023121
A Better Life,2011,Chris Weitz,"Jun 24, 2011",10000000,1759252,1884251
Flipped,2010,Rob Reiner,"Aug 6, 2010",14000000,1755212,4289993
The Broken Hearts Club: A Romantic Comedy,2000,Greg Berlanti,"Sep 29, 2000",1000000,1744858,2022442
Take Shelter,2011,Jeff Nichols,"Sep 30, 2011",4750000,1728953,4972016
The Vatican Tapes,2015,Mark Neveldine,"Jul 23, 2015",13000000,1784763,14929184
Steel,1997,Kenneth Johnson,"Aug 15, 1997",16000000,1686429,1686429
Lady in White,1988,Frank LaLoggia,"Apr 22, 1988",4700000,1705139,1705139
Stoker,2013,Chan-wook Park,"Feb 28, 2013",12000000,1703125,12034913
Bad Lieutenant: Port of Call New Orleans,2009,Werner Herzog,"Nov 20, 2009",25000000,1702112,12413949
The White Countess,2005,James Ivory,"Dec 21, 2005",16000000,1669971,2814566
Marci X,2003,Richard Benjamin,"Aug 22, 2003",20000000,1646664,1646664
Pirates,1986,Roman Polanski,"Jul 1, 1986",40000000,1641825,6341825
Gun Shy,2000,Eric Blakeney,"Feb 4, 2000",10000000,1638202,1638202
Kites,2010,Anurag Basu,"May 21, 2010",9200000,1685269,17155193
A Ghost Story,2017,David Lowery,"Jul 7, 2017",100000,1594798,2769782
Nicholas Nickleby,2002,Douglas McGrath,"Dec 27, 2002",10000000,1562800,3311924
Veronica Guerin,2003,Joel Schumacher,"Jul 11, 2003",17000000,1569918,9438074
Hamlet,2000,Michael Almereyda,"May 12, 2000",2000000,1577287,2419669
Ararat,2002,Atom Egoyan,"Nov 15, 2002",15500000,1693000,1757694
Bully,2001,Larry Clark,"Jul 13, 2001",2100000,881824,1381824
Destroyer,2018,Karyn Kusama,"Dec 25, 2018",9000000,1533324,3703064
A Midnight Clear,1992,Keith Gordon,"Apr 24, 1992",5000000,1526697,1526697
Jane Got a Gun,2015,Gavin O'Connor,"Dec 31, 2015",25000000,1513793,3771345
Donnie Darko,2001,Richard Kelly,"Oct 26, 2001",4500000,1480006,7510877
The Diary of a Teenage Girl,2015,Marielle Heller,"Aug 7, 2015",2000000,1477002,2279959
Down by Law,1986,Jim Jarmusch,"Sep 26, 1986",1100000,1436000,1436000
The Art of Getting By,2011,Gavin Wiesen,"Jun 17, 2011",4000000,1430241,1989035
I Hope They Serve Beer in Hell,2009,Bob Gosse,"Sep 25, 2009",7000000,1429299,1429453
Northfork,2003,Michael Polish,"Jul 11, 2003",1900000,1420578,1445140
Genius,2016,Michael Grandage,"Jun 10, 2016",17000000,1361045,7265283
The Devil's Double,2011,Lee Tamahori,"Jul 29, 2011",19100000,1361512,5965646
The Neon Demon,2016,Nicolas Winding Refn,"Jun 9, 2016",7500000,1333124,3559803
Thumbsucker,2005,Mike Mills,"Sep 16, 2005",4000000,1328679,1919197
Another Earth,2011,Mike Cahill,"Jul 22, 2011",175000,1321194,2102779
The Good German,2006,Steven Soderbergh,"Dec 15, 2006",32000000,1308696,6678033
Personal Shopper,2016,Olivier Assayas,"Nov 19, 2016",6400000,1305195,3804977
Iris,2001,Richard Eyre,"Dec 14, 2001",5500000,5580479,5692941
Cecil B. Demented,2000,John Waters,"Aug 11, 2000",10000000,1276984,1953882
Churchill,2017,Jonathan Teplitzky,"Mar 30, 2017",10000000,1279681,7582196
Monty Python and the Holy Grail,1975,Terry Jones,"May 10, 1975",400000,3427696,5028948
Monty Python and the Holy Grail,1975,Terry Gilliam,"May 10, 1975",400000,3427696,5028948
The Funeral,1996,Abel Ferrara,"Nov 1, 1996",12500000,1212799,1412799
Elephant,2003,Gus Van Sant,"Oct 24, 2003",3000000,1266955,10051516
Mandy,2018,Casper Kelly,"Sep 14, 2018",6000000,1214525,1427656
Mandy,2018,Panos Cosmatos,"Sep 14, 2018",6000000,1214525,1427656
Child 44,2015,Daniel Espinosa,"Apr 17, 2015",50000000,1224330,8004221
Equilibrium,2002,Kurt Wimmer,"Dec 6, 2002",20000000,1190018,5345869
Kill the Irishman,2011,Jonathan Hensleigh,"Mar 11, 2011",12000000,1188194,1188194
Find Me Guilty,2006,Sidney Lumet,"Mar 17, 2006",13000000,1173673,2898225
Infamous,2006,Douglas McGrath,"Oct 13, 2006",13000000,1151330,2613717
L.I.E.,2001,Michael Cuesta,"Sep 7, 2001",700000,1140965,1140965
The Rover,2014,David Michôd,"Jun 4, 2014",8500000,1109199,3180252
Red State,2011,Kevin Smith,"Sep 23, 2011",4000000,1065429,1983596
The Overnight,2015,Patrick Brice,"Jun 19, 2015",200000,1109808,1165996
Made in Dagenham,2010,Nigel Cole,"Nov 19, 2010",8000000,1095369,15644196
What Just Happened,2008,Barry Levinson,"Oct 17, 2008",27000000,1090947,2412123
The Machinist,2004,Brad Anderson,"Oct 22, 2004",5000000,1082044,8655397
No Man's Land,2001,Danis Tanovic,"Dec 7, 2001",1000000,1067481,2684207
Wonderland,2003,James Cox,"Oct 3, 2003",5500000,1060512,1128468
Velvet Goldmine,1998,Todd Haynes,"Nov 6, 1998",9000000,1053788,4313644
Light Sleeper,1992,Paul Schrader,"Sep 21, 1992",5000000,1050861,1050861
Animal Kingdom,2010,David Michôd,"Aug 13, 2010",4200000,1044039,8078683
Casino Jack,2010,George Hickenlooper,"Dec 17, 2010",12500000,2039869,2272186
A Home at the End of the World,2004,Michael Mayer,"Jul 23, 2004",6500000,1029017,1033810
Buried,2010,Rodrigo Cortés,"Sep 24, 2010",1987650,1044143,21270290
The Children of Huang Shi,2008,Roger Spottiswoode,"May 23, 2008",20000000,1031872,8221700
Attack the Block,2011,Joe Cornish,"Jul 29, 2011",13000000,1024175,6459183
Columbus,2017,Kogonada,"Aug 4, 2017",700000,1017107,1110511
Owning Mahowny,2003,Richard Kwietniowski,"May 2, 2003",10000000,1011054,1147871
The Beaver,2011,Jodie Foster,"May 6, 2011",21000000,970816,5046038
The Hunting Party,2007,Richard Shepard,"Sep 7, 2007",40000000,876671,7729552
The Babadook,2014,Jennifer Kent,"May 23, 2014",2000000,950792,7482387
The Miseducation of Cameron Post,2018,Desiree Akhavan,"Jul 20, 2018",900000,905111,2019874
The Brothers Solomon,2007,Bob Odenkirk,"Sep 7, 2007",10000000,900926,900926
The Yards,2000,James Gray,"Oct 20, 2000",20000000,882710,2282710
Venom,2005,Jim Gillespie,"Sep 16, 2005",25000000,881745,881745
Control,2007,Anton Corbijn,"Oct 10, 2007",6400000,871577,8902141
Where the Truth Lies,2005,Atom Egoyan,"Oct 14, 2005",25000000,872142,1415656
Duma,2005,Carroll Ballard,"Sep 30, 2005",12000000,870067,994790
Wendy and Lucy,2008,Kelly Reichardt,"Dec 10, 2008",300000,865695,1416046
Felicia's Journey,1999,Atom Egoyan,"Nov 12, 1999",15000000,824295,1970268
Patti Cake$,2017,Geremy Jasper,"Aug 18, 2017",1000000,800148,1471090
The Toxic Avenger Part II,1989,Lloyd Kaufman,"Feb 24, 1989",2300000,0,0
