title,studio,domestic_gross,foreign_gross,year
Ernest & Celestine,GKIDS Films,262000.0,4800000,2014
Tracks (2014),Weinstein Company,510000.0,4400000,2014
Dear White People,Roadside Attractions,4400000.0,,2014
The Lunchbox,Sony Pictures Classics,4200000.0,,2014
My Old Lady,Cohen Media Group,4000000.0,,2014
Diplomacy,Zeit.,231000.0,3700000,2014
Horns,Radius-TWC,174000.0,3700000,2014
Ida,MBox,3800000.0,,2014
14 Blades,Radius-TWC,,3800000,2014
Ragnarok,Magnolia Pictures,1400.0,3700000,2014
Veronica Mars,WB,3300000.0,195000,2014
Mommy,Roadside Attractions,3500000.0,,2014
The Grand Seduction,Entertainment One Films,3400000.0,,2014
Enemy,A24,1000000.0,2400000,2014
Words and Pictures,Roadside Attractions,2200000.0,1200000,2014
The Protector 2,Magnolia Pictures,2500.0,3300000,2014
The Rover,A24,1100000.0,2100000,2014
The Mystery of Happiness,Strand,8500.0,3200000,2014
Rosewater,Open Road Films,3100000.0,,2014
Obvious Child,A24,3100000.0,,2014
The German Doctor,MGM,418000.0,2600000,2014
Citizenfour,Radius-TWC,2800000.0,202000,2014
A Coffee in Berlin,MBox,150000.0,2600000,2014
The Good Lie,WB,2700000.0,,2014
The Raid 2,Sony Pictures Classics,2600000.0,,2014
A Five Star Life,MBox,307000.0,2200000,2014
Kick,UTV,2500000.0,,2014
Kill the Messenger,Focus Features,2500000.0,,2014
Blood Ties (2014),Roadside Attractions,42500.0,2400000,2014
Life of Riley,Kino Lorber,11600.0,2300000,2014
Ode to My Father,CJ Entertainment,2300000.0,,2014
Love is Strange,Sony Pictures Classics,2300000.0,,2014
Marius,Kino Lorber,9800.0,2200000,2014
"Men, Women & Children",Paramount,706000.0,1500000,2014
2 States,UTV,2200000.0,,2014
Nymphomaniac: Volume II,Magnolia Pictures,327000.0,1900000,2014
Le Week-End,MBox,2200000.0,,2014
Gloria (2014),Roadside Attractions,2100000.0,,2014
"20,000 Days on Earth",Drafthouse Films,280000.0,1800000,2014
Only Lovers Left Alive,Sony Pictures Classics,1900000.0,,2014
Tusk,A24,1800000.0,,2014
Fed Up,Radius-TWC,1500000.0,,2014
Finding Vivian Maier,IFC Films,1500000.0,,2014
Bright Days Ahead,Tribeca Film,21800.0,1400000,2014
Locke,A24,1400000.0,,2014
Force Majeure,Magnolia Pictures,1400000.0,,2014
Just a Sigh,Mars Distribution,75500.0,1200000,2014
Jai Ho,Eros International,1300000.0,,2014
For a Woman,Film Movement,32299.0,1200000,2014
Singham Returns,Eros International,1200000.0,,2014
Why Don't You Play in Hell,Drafthouse Films,28500.0,1200000,2014
The Way He Looks,Strand,101000.0,1100000,2014
Ilo Ilo,Film Movement,56800.0,1100000,2014
Hector And The Search For Happiness,Relativity Media,1100000.0,,2014
Leviathan (2014),Sony Pictures Classics,1100000.0,,2014
The Captive,A24,1100000.0,,2014
Laggies,A24,1100000.0,,2014
Lila Lila,Corinth Films,,1100000,2014
Haider,UTV,1000000.0,,2014
Third Person,Sony Pictures Classics,1000000.0,,2014
Borgman,Drafthouse Films,57500.0,952000,2014
The Disappearance of Eleanor Rigby,Weinstein Company,588000.0,397000,2014
Shaadi Ke Side Effects,Eros International,921000.0,,2014
Song of the Sea,GKIDS Films,858000.0,,2014
Kochadaiiyaan,Eros International,817000.0,,2014
Age of Uprising: The Legend of Michael Kohlhaas (U.S. only),MBox,3300.0,797000,2014
The Zero Theorem,Amplify,258000.0,513000,2014
Palo Alto,Tribeca Film,768000.0,,2014
Ek Villain,Eros International,731000.0,,2014
Khoobsurat,UTV,711000.0,,2014
Holiday (2014),Reliance Big Pictures,707000.0,,2014
Hasee Toh Phasee,Reliance Big Pictures,646000.0,,2014
Frank,Magnolia Pictures,645000.0,,2014
Mary Kom,Eros International,621000.0,,2014
The Signal (2014),Focus Features,601000.0,,2014
Back in Time (Congcong Nanian),CL Western Town,569000.0,,2014
Highway (2014),UTV,529000.0,,2014
Dom Hemingway,Fox Searchlight,524000.0,,2014
The One I Love,Radius-TWC,513000.0,,2014
Archipelago,Kino Lorber,7800.0,492000,2014
A Girl Walks Home Alone at Night,Kino Lorber,492000.0,,2014
The Congress,Drafthouse Films,138000.0,318000,2014
In Secret,Roadside Attractions,444000.0,,2014
But Always (Yi Sheng Yi Shi),CL Western Town,431000.0,,2014
Beijing Love Story,CL Western Town,428000.0,,2014
Goodbye to Language,Kino Lorber,390000.0,,2014
Humpty Sharma Ki Dulhania,Reliance Big Pictures,380000.0,,2014
Women Who Flirt (Sajiao Nvren),CL Western Town,375000.0,,2014
Joe (2014),Roadside Attractions,373000.0,,2014
Omar,AF,356000.0,,2014
The Face of Love,IFC Films,350000.0,,2014
I Origins,Fox Searchlight,336000.0,,2014
The Last Sentence,MBox,62500.0,265000,2014
On My Way,Cohen Media Group,317000.0,,2014
Happy Ending,Eros International,314000.0,,2014
Elsa & Fred (2014),Millenium Entertainment,286000.0,,2014
Main Tera Hero,Eros International,275000.0,,2014
Night Moves,Cinedigm,272000.0,,2014
Love on the Cloud (Wei Ai),CL Western Town,272000.0,,2014
Life of Crime,Roadside Attractions,265000.0,,2014
The Green Prince,MBox,258000.0,,2014
Action Jackson (2014),Eros International,257000.0,,2014
The Blue Room,IFC Films,255000.0,,2014
Tazza: The Hidden Card,CJ Entertainment,252000.0,,2014
Gabrielle (2014),Entertainment One Films,5500.0,222000,2014
The Breakup Guru,CL Western Town,209000.0,,2014
Bethlehem,AF,202000.0,,2014
The Double (2014),Magnolia Pictures,200000.0,,2014
Listen Up Philip,Tribeca Film,200000.0,,2014
We Are The Best!,Magnolia Pictures,181000.0,,2014
That Demon Within,CL Western Town,172000.0,,2014
God's Pocket,IFC Films,170000.0,,2014
Unrelated,Kino Lorber,4500.0,154000,2014
The Polar Express (2014 re-issue),WB,139000.0,,2014
May in the Summer,Cohen Media Group,22000.0,112000,2014
The Jewish Cardinal,Film Movement,134000.0,,2014
Zero Motivation,Zeit.,116000.0,,2014
Life's a Breeze,Magnolia Pictures,3500.0,99700,2014
The Golden Era,CL Western Town,103000.0,,2014
God Help the Girl,Amplify,103000.0,,2014
The Best Offer,IFC Films,100000.0,,2014
Child's Pose,Zeit.,97200.0,,2014
Cuban Fury,Entertainment One Films,92400.0,,2014
Girl on a Bicycle,Monterey Media,91400.0,,2014
Breathe In,Cohen Media Group,89700.0,,2014
Life After Beth,A24,88300.0,,2014
Better Living Through Chemistry,MGM,75100.0,,2014
For No Good Reason,Sony Pictures Classics,67400.0,,2014
The Notebook (2014),Sony Pictures Classics,66600.0,,2014
Heropanti,UTV,63600.0,,2014
No Tears for the Dead,CJ Entertainment,63100.0,,2014
Young and Beautiful,IFC Films,61100.0,,2014
Siddharth,Zeit.,60500.0,,2014
Walk of Shame,Focus World,59200.0,,2014
The Conformist (2014 re-release),Kino Lorber,58700.0,,2014
Rudderless,MGM,58300.0,,2014
The Rocket (2014),Kino Lorber,56800.0,,2014
Starred Up,Tribeca Film,54900.0,,2014
Half of a Yellow Sun,Monterey Media,54500.0,,2014
Hateship Loveship,IFC Films,54000.0,,2014
"1,000 Times Good Night",Film Movement,53900.0,,2014
The Missing Picture,Strand,52200.0,,2014
Decoding Annie Parker,Entertainment One Films,48400.0,,2014
Alphaville (2013 re-release),Rialto,47700.0,,2014
Policeman,Corinth Films,11300.0,27000,2014
White Bird in a Blizzard,Magnolia Pictures,33800.0,,2014
The Hero of Color City,Magnolia Pictures,32200.0,,2014
Bird People,IFC Films,32100.0,,2014
Closed Curtain,VVariance Films,28100.0,,2014
Lilting,Strand,27100.0,,2014
Adult World,IFC Films,25400.0,,2014
The Decent One,Kino Lorber,21300.0,,2014
Tasting Menu,Magnolia Pictures,18700.0,,2014
Two Night Stand,Entertainment One Films,18600.0,,2014
Burning Bush,Kino Lorber,16700.0,,2014
Horses of God,Kino Lorber,14800.0,,2014
13 Sins,Radius-TWC,13800.0,,2014
Camp X-Ray,IFC Films,13300.0,,2014
Special ID,Well Go USA Inc.,12700.0,,2014
Falcon Rising,Freestyle Releasing,11800.0,,2014
You're Not You,Entertainment One Films,11500.0,,2014
The Amazing Catfish,Strand,11300.0,,2014
Canopy,Monterey Media,8500.0,,2014
Love is in the Air,Focus World,8400.0,,2014
Empty Hours,Strand,8200.0,,2014
Rigor Mortis,Well Go USA Inc.,7900.0,,2014
Very Good Girls,Well Go USA Inc.,6900.0,,2014
Pioneer,Magnolia Pictures,6900.0,,2014
Life of a King,Millenium Entertainment,6500.0,,2014
"2 Autumns, 3 Winters",Film Movement,5800.0,,2014
The Devil's Hand,Roadside Attractions,5700.0,,2014
Anna,Vertical Entertainment,4300.0,,2014
Open Windows,Cinedigm,1800.0,,2014
Mr. Pip,Freestyle Releasing,1700.0,,2014
Star Wars: The Force Awakens,Buena Vista,936700000.0,"1,131.6",2015
Jurassic World,Universal,652300000.0,"1,019.4",2015
Furious 7,Universal,353000000.0,"1,163.0",2015
Avengers: Age of Ultron,Buena Vista,459000000.0,946400000,2015
Minions,Universal,336000000.0,823400000,2015
Spectre,Sony,200100000.0,680600000,2015
Inside Out,Buena Vista,356500000.0,501100000,2015
Mission: Impossible - Rogue Nation,Paramount,195000000.0,487700000,2015
The Hunger Games: Mockingjay - Part 2,Lionsgate,281700000.0,371700000,2015
The Martian,Fox,228400000.0,401700000,2015
Fifty Shades of Grey,Universal,166200000.0,404800000,2015
Cinderella (2015),Buena Vista,201200000.0,342400000,2015
The Revenant,Fox,183600000.0,349300000,2015
Ant-Man,Buena Vista,180200000.0,339100000,2015
Hotel Transylvania 2,Sony,169700000.0,305100000,2015
Terminator: Genisys,Paramount,89800000.0,350800000,2015
Kingsman: The Secret Service,Fox,128300000.0,286100000,2015
Home (2015),Fox,177400000.0,208600000,2015
Mad Max: Fury Road,WB,153600000.0,224800000,2015
The Good Dinosaur,Buena Vista,123100000.0,209100000,2015
Taken 3,Fox,89300000.0,237200000,2015
The SpongeBob Movie: Sponge Out of Water,Paramount,163000000.0,162200000,2015
Maze Runner: The Scorch Trials,Fox,81700000.0,230600000,2015
The Divergent Series: Insurgent,Lionsgate/Summit Entertainment,130199999.0,167100000,2015
Pitch Perfect 2,Universal,184300000.0,103200000,2015
Paddington,Wein/Dimension,76300000.0,191800000,2015
Mojin: The Lost Legend,Well Go USA Inc.,1200000.0,258100000,2015
Lost in Hong Kong,Well Go USA Inc.,1300000.0,255000000,2015
The Peanuts Movie,Fox,130199999.0,116100000,2015
Pixels,Sony,78700000.0,166100000,2015
Daddy's Home,Paramount,150400000.0,92400000,2015
Spy,Fox,110800000.0,124800000,2015
Alvin and the Chipmunks: The Road Chip,Fox,85900000.0,148900000,2015
Goodbye Mr. Loser,CL Western Town,1300000.0,226800000,2015
Ted 2,Universal,81500000.0,135200000,2015
Tomorrowland,Buena Vista,93400000.0,115700000,2015
Everest (2015),Universal,43500000.0,159900000,2015
Straight Outta Compton,Universal,161200000.0,40400000,2015
The Intern,WB,75800000.0,118800000,2015
Jupiter Ascending,WB,47400000.0,136600000,2015
Fantastic Four,Fox,56100000.0,111900000,2015
Bridge of Spies,Buena Vista,72300000.0,93200000,2015
Focus (2015),WB,53900000.0,105200000,2015
The Hateful Eight,Weinstein Company,54100000.0,101600000,2015
Goosebumps,Sony,80100000.0,70100000,2015
The Last Witch Hunter,Lionsgate/Summit Entertainment,27400000.0,119600000,2015
The Taking of Tiger Mountain,Well Go USA Inc.,229000.0,141400000,2015
Trainwreck,Universal,110200000.0,30600000,2015
Mr. Six,CL Western Town,1400000.0,137800000,2015
Point Break (2015),WB,28800000.0,104900000,2015
The Big Short,Paramount,70300000.0,63200000,2015
Pan,WB,35100000.0,93300000,2015
Wolf Totem,Sony,211000.0,125600000,2015
Magic Mike XXL,WB,66000000.0,56500000,2015
Dragon Blade,Lionsgate Premiere,74100.0,121500000,2015
Seventh Son,Universal,17200000.0,97000000,2015
Insidious Chapter 3,Focus Features,52200000.0,60800000,2015
Get Hard,WB,90400000.0,21400000,2015
The Man From U.N.C.L.E.,WB,45400000.0,64400000,2015
Paul Blart: Mall Cop 2,Sony,71000000.0,36600000,2015
Shaun the Sheep Movie,Lionsgate,19400000.0,86800000,2015
Sisters,Universal,87000000.0,18000000,2015
Chappie,Sony,31600000.0,70500000,2015
Joy,Fox,56500000.0,44700000,2015
Black Mass,WB,62600000.0,37200000,2015
Devil and Angel (E Gun Tian Shi),CL Western Town,131000.0,98500000,2015
The Visit,Universal,65200000.0,33200000,2015
Spotlight,Open Road Films,45100000.0,53200000,2015
Poltergeist (2015),Fox,47400000.0,48000000,2015
In the Heart of the Sea,WB,25000000.0,68900000,2015
Southpaw,Weinstein Company,52400000.0,39500000,2015
The Second Best Exotic Marigold Hotel,Fox Searchlight,33100000.0,52900000,2015
Paper Towns,Fox,32000000.0,53500000,2015
Sicario,Lionsgate,46900000.0,38000000,2015
Hitman: Agent 47,Fox,22500000.0,59900000,2015
The Wedding Ringer,Screen Gems,64500000.0,15300000,2015
Paranormal Activity: The Ghost Dimension,Paramount,18300000.0,60600000,2015
Crimson Peak,Universal,31100000.0,43600000,2015
The Transporter Refueled,EuropaCorp,16000000.0,56600000,2015
Run All Night,WB,26500000.0,45200000,2015
War Room,Sony Pictures,67800000.0,,2015
The Age of Adaline,Lionsgate,42600000.0,23000000,2015
The Danish Girl,Focus Features,11100000.0,53100000,2015
Unfriended,Universal,32500000.0,31600000,2015
The Longest Ride,Fox,37400000.0,25500000,2015
Brooklyn,Fox Searchlight,38300000.0,23800000,2015
Woman in Gold,Weinstein Company,33299999.0,28300000,2015
Krampus,Universal,42700000.0,18800000,2015
The Walk,Sony Pictures,10100000.0,51000000,2015
The Perfect Guy,Screen Gems,57000000.0,3200000,2015
The Gift (2015),STX,43800000.0,15200000,2015
No Escape,Weinstein Company,27300000.0,27100000,2015
Sinister 2,Focus Features,27700000.0,25100000,2015
Prem Ratan Dhan Payo,Fox Star Studios,4400000.0,48200000,2015
The Boy Next Door,Universal,35400000.0,17000000,2015
The Night Before,Sony,43000000.0,9300000,2015
The 100-Year Old Man Who Climbed Out the Window and Disappeared,MBox,944000.0,50200000,2015
The Himalayas,CJ Entertainment,697000.0,49800000,2015
Entourage,WB,32400000.0,16900000,2015
The Woman in Black 2: Angel of Death,Relativity Media,26500000.0,22400000,2015
Concussion (2015),Sony,34500000.0,14100000,2015
Mortdecai,Lionsgate,7700000.0,39600000,2015
Coming Home (2015),Sony Pictures Classics,378000.0,46400000,2015
"McFarland, USA",Buena Vista,44500000.0,1200000,2015
Max (2015),WB,42700000.0,1300000,2015
Still Alice,Sony Pictures Classics,18800000.0,25100000,2015
The DUFF,Lionsgate,34000000.0,9500000,2015
Legend,Universal,1900000.0,41100000,2015
Love the Coopers,Lionsgate,26300000.0,16100000,2015
The Lady in the Van,Sony Pictures Classics,10000000.0,31400000,2015
Ricki and the Flash,Sony Pictures,26800000.0,14500000,2015
Carol,Weinstein Company,12700000.0,27600000,2015
The Lazarus Effect,Relativity Media,25800000.0,12600000,2015
The Water Diviner,WB,4200000.0,34000000,2015
A Walk in the Woods,Big Green Pictures,29500000.0,8000000,2015
Ex Machina,A24,25400000.0,11400000,2015
Burnt,Weinstein Company,13700000.0,23000000,2015
Room,A24,14700000.0,20700000,2015
The Secret in their Eyes (2015),STX,20200000.0,14700000,2015
Steve Jobs,Universal,17800000.0,16700000,2015
Victor Frankenstein,Fox,5800000.0,28500000,2015
Project Almanac,Paramount,22300000.0,10900000,2015
Self/Less,Focus Features,12300000.0,18200000,2015
Far from the Madding Crowd,Fox Searchlight,12200000.0,18000000,2015
Mr. Holmes,Roadside Attractions,17700000.0,11600000,2015
Love & Mercy,Roadside Attractions,12600000.0,16100000,2015
Irrational Man,Sony Pictures Classics,4000000.0,23400000,2015
American Ultra,Lionsgate,14400000.0,12700000,2015
Wild Tales,Sony Pictures Classics,3100000.0,23900000,2015
Aloha,Sony,21100000.0,5200000,2015
"Love, Rosie",The Film Arcade,20400.0,25600000,2015
The 33,WB,12200000.0,12700000,2015
Capture the Flag,Paramount,6700.0,24600000,2015
The Gunman,Open Road Films,10700000.0,13500000,2015
Go Away Mr. Tumor,CL Western Town,287000.0,21500000,2015
Black or White,Relativity Media,21600000.0,,2015
Blackhat,Universal,8000000.0,11600000,2015
Dope,Open Road Films,17500000.0,480000,2015
Brothers: Blood Against Blood,Fox Star Studios,614000.0,17200000,2015
While We're Young,A24,7600000.0,9700000,2015
Monkey Kingdom,Buena Vista,16399999.0,711000,2015
Macbeth (2015),Weinstein Company,1100000.0,15200000,2015
Scouts Guide to the Zombie Apocalypse,Paramount,3700000.0,12400000,2015
Suffragette,Focus Features,4700000.0,11300000,2015
It Follows,Radius-TWC,14700000.0,,2015
Unfinished Business,Fox,10200000.0,4200000,2015
Do You Believe?,Pure Flix,13000000.0,1400000,2015
Woodlawn,Pure Flix,14400000.0,,2015
Strange Magic,Buena Vista,12400000.0,1200000,2015
Hot Tub Time Machine 2,Paramount,12300000.0,767000,2015
Child 44,Lionsgate/Summit Entertainment,1200000.0,11700000,2015
We Are Your Friends,WB,3600000.0,7500000,2015
Danny Collins,Bleecker Street,5600000.0,5200000,2015
Kung Fu Killer,Well Go USA Inc.,130000.0,10000000,2015
A Little Chaos,Focus World,558000.0,9500000,2015
The Loft,Open Road Films,6000000.0,4099999,2015
The Young & Prodigious T.S. Spivet,Weinstein Company,174000.0,9300000,2015
Shanghai,Weinstein Company,46400.0,9200000,2015
Un Gallo con Muchos Huevos,Lionsgate,9100000.0,,2015
Me and Earl and the Dying Girl,Fox Searchlight,6800000.0,2300000,2015
Amy,A24,8400000.0,,2015
Shaandaar,Fox Star Studios,522000.0,7800000,2015
Trumbo (2015),Bleecker Street,7900000.0,378000,2015
Bajrangi Bhaijaan,Eros International,8199999.0,,2015
I'll See You In My Dreams,Bleecker Street,7400000.0,,2015
The Green Inferno,BH Tilt,7200000.0,,2015
Grandma (2015),Sony Pictures Classics,7000000.0,107000,2015
Our Brand Is Crisis (2015),WB,7000000.0,,2015
Bajirao Mastani,Eros International,6600000.0,,2015
Little Boy,Open Road Films,6500000.0,,2015
Anomalisa,Paramount,3800000.0,1900000,2015
Pawn Sacrifice,Bleecker Street,2400000.0,3100000,2015
Serena,Magnolia Pictures,176000.0,4900000,2015
Mr. X,Fox Star Studios,45000.0,5000000,2015
Dilwale,UTV,4900000.0,,2015
Trash,Focus World,17500.0,4800000,2015
True Story,Fox Searchlight,4700000.0,,2015
"Buen Dia, Ramon",Fox Star Studios,154000.0,4500000,2015
Hamari Adhuri Kahani,Fox Star Studios,235000.0,4200000,2015
45 Years,IFC Films,4200000.0,,2015
Escobar: Paradise Lost,Radius-TWC,196000.0,3600000,2015
Spare Parts,Lionsgate,3600000.0,,2015
Learning to Drive,Big Green Pictures,3400000.0,,2015
By the Sea,Universal,538000.0,2800000,2015
Sleeping with Other People,IFC Films,819000.0,2400000,2015
Phoenix (2015),IFC Films,3200000.0,,2015
Jimmy's Hall,Sony Pictures Classics,561000.0,2600000,2015
Dil Dhadakne Do,Eros International,3100000.0,,2015
Ladrones,Lionsgate,3100000.0,,2015
Remember (Canada Release),Entertainment One Films,547000.0,2500000,2015
Tanu Weds Manu Returns,Eros International,3000000.0,,2015
Rock The Kasbah,Open Road Films,3000000.0,,2015
The End of the Tour,A24,3000000.0,,2015
Captive (2015),Paramount,2600000.0,218000,2015
He Named Me Malala,Fox Searchlight,2700000.0,97100,2015
Youth,Fox Searchlight,2700000.0,,2015
Chi-Raq,Roadside Attractions,2700000.0,,2015
Truth,Sony Pictures Classics,2500000.0,,2015
Mistress America,Fox Searchlight,2500000.0,,2015
Jem and the Holograms,Universal,2200000.0,149000,2015
Beloved Sisters,MBox,54000.0,2200000,2015
The Riot Club,IFC Films,7700.0,2100000,2015
Tamasha,UTV,2100000.0,,2015
Assassination (2015),Well Go USA Inc.,1900000.0,,2015
Clouds of Sils Maria,IFC Films,1900000.0,,2015
Testament of Youth,Sony Pictures Classics,1800000.0,,2015
Piku,Yash Raj Films,1800000.0,,2015
The Vatican Tapes,Lionsgate,1800000.0,,2015
Son of Saul,Sony Pictures Classics,1800000.0,,2015
Janis: Little Girl Blue,FilmRise,410000.0,1200000,2015
'71,Roadside Attractions,1300000.0,355000,2015
The Diary of a Teenage Girl,Sony Pictures Classics,1500000.0,,2015
Infinitely Polar Bear,Sony Pictures Classics,1400000.0,,2015
99 Homes,Big Green Pictures,1400000.0,,2015
Welcome Back,Eros International,1400000.0,,2015
The Salt of the Earth,Sony Pictures Classics,1300000.0,,2015
Maps to the Stars,Focus World,351000.0,988000,2015
Iris (2015),Magnolia Pictures,1300000.0,,2015
The Wolfpack,Magnolia Pictures,1300000.0,,2015
Veteran,CJ Entertainment,1200000.0,,2015
Goodnight Mommy,Radius-TWC,1200000.0,,2015
Black Sea,Focus Features,1200000.0,,2015
Miss You Already,Roadside Attractions,1200000.0,,2015
Where Hope Grows,Roadside Attractions,1200000.0,,2015
Cartel Land,The Orchard,704000.0,422000,2015
Timbuktu,Cohen Media Group,1100000.0,,2015
Dior and I,The Orchard,1000000.0,,2015
5 Flights Up,Focus World,1000000.0,,2015
Gett: The Trial of Viviane Amsalem,MBox,988000.0,,2015
Singh is Bling,Eros International,919000.0,,2015
ABCD (Any Body Can Dance) 2,UTV,892000.0,,2015
Mustang,Cohen Media Group,845000.0,,2015
Labyrinth of Lies,Sony Pictures Classics,794000.0,,2015
The D Train,IFC Films,673000.0,102000,2015
Seymour: An Introduction,IFC Films,744000.0,,2015
Tangerine,Magnolia Pictures,702000.0,,2015
Red Army,Sony Pictures Classics,695000.0,,2015
The Stanford Prison Experiment,IFC Films,661000.0,,2015
The Assassin,Well Go USA Inc.,633000.0,,2015
"Kumiko, The Treasure Hunter",Amplify,623000.0,,2015
Welcome to Me,Alchemy,609000.0,,2015
Detective Byomkesh Bakshy,Yash Raj Films,579000.0,,2015
Freeheld,Lionsgate,573000.0,,2015
When Marnie Was There,GKIDS Films,561000.0,,2015
Gabbar is Back,Eros International,535000.0,,2015
Peggy Guggenheim Art Addict,Submarine Deluxe,498000.0,,2015
Phantom (2015),UTV,490000.0,,2015
Somewhere Only We Know,CL Western Town,482000.0,,2015
Let's Get Married,CL Western Town,463000.0,,2015
Bombay Velvet,Fox Star Studios,451000.0,,2015
The Third Man (2015 re-release),Rialto,449000.0,,2015
Saint Laurent,Sony Pictures Classics,429000.0,,2015
The Witness (Wo shi zheng ren),CL Western Town,418000.0,,2015
Unbranded,Gravitas Ventures,410000.0,,2015
The Second Mother,Oscilloscope Laboratories,377000.0,,2015
Katti Batti,UTV,365000.0,,2015
Kahlil Gibran's The Prophet,GKIDS Films,355000.0,,2015
Effie Gray,AF,353000.0,,2015
Northern Limit Line,Well Go USA Inc.,338000.0,,2015
Shamitabh,Eros International,325000.0,,2015
Jafar Panahi's Taxi,Kino Lorber,322000.0,,2015
Good Kill,IFC Films,316000.0,,2015
Running Man (2015),CL Western Town,311000.0,,2015
Theeb,Film Movement,283000.0,,2015
White God,Magnolia Pictures,282000.0,,2015
A Borrowed Identity,Strand,282000.0,,2015
In the Name of my Daughter,Cohen Media Group,278000.0,,2015
Hitchcock/Truffaut,Cohen Media Group,260000.0,,2015
Love (2015),Alchemy,249000.0,,2015
Tevar,Eros International,236000.0,,2015
20 Once Again,CJ Entertainment,235000.0,,2015
Slow West,A24,229000.0,,2015
A Pigeon Sat on a Branch Reflecting on Existence,Magnolia Pictures,223000.0,,2015
Fall in Love Like a Star,CL Western Town,213000.0,,2015
Dark Places,A24,209000.0,,2015
Gemma Bovery,MBox,192000.0,,2015
The Connection,Drafthouse Films,191000.0,,2015
Love and Lost (Shi Gu),CL Western Town,189000.0,,2015
Stonewall (2015),Roadside Attractions,188000.0,,2015
Maggie,Roadside Attractions,187000.0,,2015
Detective K: Secret of the Lost Island,CJ Entertainment,185000.0,,2015
The Priests,CJ Entertainment,185000.0,,2015
The Farewell Party,MGM,173000.0,,2015
A Brilliant Young Mind,MGM,172000.0,,2015
Time Out of Mind,IFC Films,167000.0,,2015
Snow Girl and the Dark Crystal,Well Go USA Inc.,165000.0,,2015
C'Est Si Bon,CJ Entertainment,164000.0,,2015
The Last Women Standing,CL Western Town,163000.0,,2015
5 to 7,IFC Films,163000.0,,2015
After The Ball,Freestyle Releasing,162000.0,,2015
Human Capital,Film Movement,159000.0,,2015
Experimenter,Magnolia Pictures,156000.0,,2015
Desert Dancer,Relativity Media,155000.0,,2015
Samba,Big Green Pictures,152000.0,,2015
The Tribe,Drafthouse Films,151000.0,,2015
Forever Young (2015),CL Western Town,150000.0,,2015
The New Girlfriend,Cohen Media Group,147000.0,,2015
Tangerines,MGM,145000.0,,2015
Manglehorn,IFC Films,143000.0,,2015
Ingrid Bergman: In Her Own Words,Rialto,138000.0,,2015
Twenty (2015),CJ Entertainment,136000.0,,2015
La Sapienza,Kino Lorber,135000.0,,2015
Mississippi Grind,A24,131000.0,,2015
A Journey Through Time with Anthony,CL Western Town,127000.0,,2015
Boulevard,Starz Digital Media,126000.0,,2015
Z for Zachariah,Roadside Attractions,121000.0,,2015
Do I Sound Gay?,IFC Films,119000.0,,2015
She's Funny That Way,Lionsgate Premiere,112000.0,,2015
Memories of the Sword,Well Go USA Inc.,111000.0,,2015
The Look of Silence,Drafthouse Films,109000.0,,2015
The Beauty Inside,Well Go USA Inc.,108000.0,,2015
The Chronicles of Evil,CJ Entertainment,105000.0,,2015
Every Secret Thing,Starz Digital Media,104000.0,,2015
Black Souls (Anime Nere),Alchemy,101000.0,,2015
A Poem Is a Naked Person (2015 re-issue),Janus Films,96600.0,,2015
The Tales of Hoffmann (2015 re-issue),Rialto,91900.0,,2015
Christmas Eve,Amplify,91300.0,,2015
Queen of Earth,IFC Films,91200.0,,2015
Hero (2015),Eros International,88700.0,,2015
Sunshine Superman,Magnolia Pictures,88100.0,,2015
Heaven Knows What,Radius-TWC,80700.0,,2015
Nasty Baby,The Orchard,79800.0,,2015
The Wonders,Oscilloscope Laboratories,73400.0,,2015
Predestination,Vertical Entertainment,68400.0,,2015
People Places Things,The Film Arcade,67000.0,,2015
Eden,Big Green Pictures,65500.0,,2015
The Duke of Burgundy,IFC Films,64500.0,,2015
The Office,CL Western Town,63700.0,,2015
Flowers,MBox,61600.0,,2015
Only You,CL Western Town,61600.0,,2015
Girlhood (2015),Strand,60800.0,,2015
Gueros,Kino Lorber,60100.0,,2015
I Smile Back,Big Green Pictures,58700.0,,2015
The Ark of Mr. Chow,CL Western Town,54100.0,,2015
The Advocate: A Missing Body,CJ Entertainment,50200.0,,2015
Heist (2015),Lionsgate Premiere,50100.0,,2015
Appropriate Behavior,Gravitas Ventures,46900.0,,2015
Beyond the Reach,Roadside Attractions,45900.0,,2015
The Salvation,IFC Films,44900.0,,2015
Madame Bovary,Alchemy,44200.0,,2015
Pearl Button,Kino Lorber,42200.0,,2015
The Phone,CJ Entertainment,40500.0,,2015
What Our Fathers Did: A Nazi Legacy,Oscilloscope Laboratories,40100.0,,2015
Lila & Eve,MGM,38300.0,,2015
Before We Go,Radius-TWC,37200.0,,2015
The Mafia Only Kills in Summer,Mars Distribution,37100.0,,2015
Knock Knock,Lionsgate Premiere,36300.0,,2015
Kindergarten Teacher,Kino Lorber,36200.0,,2015
Welcome to Leith,First Run Features,36000.0,,2015
Wild City,Well Go USA Inc.,34900.0,,2015
The Forbidden Room,Kino Lorber,34400.0,,2015
Song One,The Film Arcade,32299.0,,2015
Love Forecast,CJ Entertainment,32200.0,,2015
Paulette,Cohen Media Group,29500.0,,2015
The Cut,Strand,28100.0,,2015
The Keeping Room,Drafthouse Films,27200.0,,2015
Big Game,EuropaCorp,24600.0,,2015
Kill Me Three Times,Magnolia Pictures,24300.0,,2015
